aluno_id,escola,serie,turno,idade,sexo,renda_familiar,escolaridade_pais,acesso_internet,frequencia_pct,nota_matematica,nota_portugues,nota_media_geral
ALU-00222,Escola Alpha,9º Ano,Tarde,21,F,3-5 SM,Fundamental Completo,0,83.5,48.4,77.5,63.0
ALU-00223,Escola Alpha,9º Ano,Tarde,19,M,1-2 SM,Fundamental Completo,1,90.4,64.1,63.7,63.9
ALU-00224,Escola Alpha,9º Ano,Tarde,19,M,2-3 SM,Pós-graduação,1,88.7,69.3,60.7,65.0
ALU-00225,Escola Alpha,9º Ano,Tarde,20,F,1-2 SM,Médio Completo,0,74.4,43.2,40.6,41.9
ALU-00226,Escola Alpha,9º Ano,Tarde,21,F,2-3 SM,Fundamental Completo,0,98.6,56.4,70.3,63.3
ALU-00227,Escola Alpha,9º Ano,Tarde,19,F,2-3 SM,Médio Completo,1,82.3,44.2,80.0,62.1
ALU-00228,Escola Alpha,9º Ano,Tarde,21,F,1-2 SM,Fundamental Completo,1,81.3,61.6,70.6,66.1
ALU-00229,Escola Alpha,9º Ano,Tarde,19,F,,Fundamental Completo,1,69.4,39.1,40.1,39.6
ALU-00230,Escola Alpha,9º Ano,Tarde,21,F,1-2 SM,Médio Completo,1,81.4,48.6,55.3,51.9
ALU-00231,Escola Alpha,9º Ano,Tarde,20,F,2-3 SM,Fundamental Completo,1,80.8,68.8,63.3,66.0
ALU-00232,Escola Alpha,9º Ano,Tarde,19,M,1-2 SM,Superior Completo,0,100.0,55.1,67.0,61.1
ALU-00233,Escola Alpha,9º Ano,Tarde,19,F,3-5 SM,Superior Completo,0,86.0,77.7,81.5,79.6
ALU-00234,Escola Alpha,9º Ano,Tarde,21,M,1-2 SM,Médio Completo,1,68.9,60.9,37.6,49.3
ALU-00235,Escola Alpha,9º Ano,Tarde,19,M,Até 1 SM,Fundamental Incompleto,1,68.4,47.2,37.8,42.5
ALU-00236,Escola Alpha,9º Ano,Tarde,20,F,1-2 SM,Fundamental Completo,1,88.7,79.7,47.5,63.6
ALU-00237,Escola Alpha,9º Ano,Tarde,20,F,1-2 SM,Fundamental Incompleto,1,88.1,54.2,53.4,53.8
ALU-00238,Escola Alpha,9º Ano,Tarde,19,F,3-5 SM,Fundamental Incompleto,0,88.6,53.3,68.2,60.8
ALU-00239,Escola Alpha,9º Ano,Tarde,21,F,3-5 SM,Fundamental Completo,1,85.0,80.1,72.9,76.5
ALU-00240,Escola Alpha,9º Ano,Tarde,19,M,3-5 SM,Superior Completo,1,100.0,86.0,89.5,87.7
ALU-00241,Escola Alpha,9º Ano,Tarde,21,F,3-5 SM,Médio Completo,0,100.0,64.1,93.4,78.8
ALU-00242,Escola Alpha,9º Ano,Tarde,19,M,Até 1 SM,Superior Completo,1,58.9,51.3,33.6,42.4
ALU-00243,Escola Alpha,1º Médio,Manhã,15,M,1-2 SM,Médio Completo,1,90.2,65.5,90.6,78.0
ALU-00244,Escola Alpha,1º Médio,Manhã,16,F,1-2 SM,Superior Completo,0,77.2,37.7,58.5,48.1
ALU-00245,Escola Alpha,1º Médio,Manhã,16,F,1-2 SM,Superior Completo,0,87.5,71.6,71.3,71.5
ALU-00246,Escola Alpha,1º Médio,Manhã,15,M,3-5 SM,Fundamental Incompleto,1,85.1,53.7,62.2,57.9
ALU-00247,Escola Alpha,1º Médio,Manhã,15,M,Até 1 SM,Médio Completo,0,74.7,32.8,51.5,42.2
ALU-00248,Escola Alpha,1º Médio,Manhã,15,F,2-3 SM,Médio Completo,0,68.8,57.1,57.4,57.2
ALU-00249,Escola Alpha,1º Médio,Manhã,15,F,Até 1 SM,Médio Completo,0,67.0,52.9,49.1,51.0
ALU-00250,Escola Alpha,1º Médio,Manhã,16,F,3-5 SM,Superior Completo,1,79.3,86.8,75.0,80.9
ALU-00251,Escola Alpha,1º Médio,Manhã,16,M,2-3 SM,Fundamental Incompleto,1,94.5,83.9,79.8,81.9
ALU-00252,Escola Alpha,1º Médio,Manhã,16,F,Até 1 SM,Fundamental Completo,1,72.6,24.2,40.3,32.3
ALU-00253,Escola Alpha,1º Médio,Manhã,16,F,3-5 SM,Médio Completo,1,100.0,68.0,59.8,63.9
ALU-00254,Escola Alpha,1º Médio,Manhã,15,M,Até 1 SM,Fundamental Completo,0,81.0,55.9,80.1,68.0
ALU-00255,Escola Alpha,1º Médio,Manhã,16,F,3-5 SM,Pós-graduação,0,77.1,49.5,57.0,53.3
ALU-00256,Escola Alpha,1º Médio,Manhã,16,F,2-3 SM,Fundamental Completo,1,92.9,56.7,88.1,72.4
ALU-00257,Escola Alpha,1º Médio,Manhã,16,F,Até 1 SM,Superior Completo,1,61.3,35.2,70.3,52.7
ALU-00258,Escola Alpha,1º Médio,Manhã,15,M,1-2 SM,Fundamental Completo,1,98.5,67.3,53.4,60.4
ALU-00259,Escola Alpha,1º Médio,Manhã,16,F,2-3 SM,,1,88.8,39.4,66.3,52.8
ALU-00260,Escola Alpha,1º Médio,Manhã,16,M,2-3 SM,Fundamental Completo,1,82.1,42.8,57.4,50.1
ALU-00261,Escola Alpha,1º Médio,Manhã,15,F,2-3 SM,Fundamental Incompleto,1,100.0,50.6,55.0,52.8
ALU-00262,Escola Alpha,1º Médio,Manhã,15,F,Até 1 SM,Médio Completo,1,95.9,48.7,60.9,54.8
ALU-00263,Escola Alpha,1º Médio,Manhã,15,M,2-3 SM,Médio Completo,1,100.0,28.8,58.2,43.5
ALU-00264,Escola Alpha,1º Médio,Manhã,15,M,3-5 SM,Pós-graduação,1,83.2,67.1,78.6,72.9
ALU-00265,Escola Alpha,1º Médio,Manhã,15,M,3-5 SM,Fundamental Completo,1,80.8,51.4,72.7,62.0
ALU-00266,Escola Alpha,1º Médio,Manhã,16,M,2-3 SM,Superior Completo,1,99.4,62.8,68.5,65.6
ALU-00267,Escola Alpha,1º Médio,Manhã,15,F,2-3 SM,Fundamental Completo,1,90.2,70.2,73.1,71.7
ALU-00268,Escola Alpha,1º Médio,Manhã,15,F,2-3 SM,,1,85.2,52.6,50.7,51.6
ALU-00269,Escola Alpha,1º Médio,Manhã,16,F,2-3 SM,Médio Completo,1,78.4,78.7,56.6,67.6
ALU-00270,Escola Alpha,1º Médio,Tarde,15,F,2-3 SM,Fundamental Completo,1,89.8,77.6,60.6,69.1
ALU-00271,Escola Alpha,1º Médio,Tarde,15,M,5+ SM,Médio Completo,1,80.5,71.7,76.2,73.9
ALU-00272,Escola Alpha,1º Médio,Tarde,16,M,1-2 SM,Médio Completo,1,86.4,69.8,48.2,59.0
ALU-00273,Escola Alpha,1º Médio,Tarde,16,M,,,0,71.9,44.9,66.4,55.7
ALU-00274,Escola Alpha,1º Médio,Tarde,15,F,Até 1 SM,Fundamental Incompleto,1,82.6,69.2,81.5,75.4
ALU-00275,Escola Alpha,1º Médio,Tarde,16,M,2-3 SM,Pós-graduação,0,74.4,34.4,68.6,51.5
ALU-00276,Escola Alpha,1º Médio,Tarde,15,F,2-3 SM,Pós-graduação,1,77.5,69.0,62.0,65.5
ALU-00277,Escola Alpha,1º Médio,Tarde,16,F,1-2 SM,Médio Completo,0,77.2,56.0,51.0,53.5
ALU-00278,Escola Alpha,1º Médio,Tarde,15,F,2-3 SM,Fundamental Completo,1,92.2,70.1,66.1,68.1
ALU-00279,Escola Alpha,1º Médio,Tarde,15,M,3-5 SM,Superior Completo,0,87.5,76.8,66.7,71.8
ALU-00280,Escola Alpha,1º Médio,Tarde,16,F,1-2 SM,Médio Completo,1,83.1,32.3,54.8,43.5
ALU-00281,Escola Alpha,1º Médio,Tarde,15,M,3-5 SM,Pós-graduação,0,70.4,74.7,57.4,66.0
ALU-00282,Escola Alpha,1º Médio,Tarde,15,M,3-5 SM,Fundamental Incompleto,1,80.9,62.5,88.4,75.4
ALU-00283,Escola Alpha,1º Médio,Tarde,15,F,Até 1 SM,Médio Completo,1,52.2,36.1,40.2,38.2
ALU-00284,Escola Alpha,1º Médio,Tarde,15,M,3-5 SM,,0,85.0,72.5,67.0,69.8
ALU-00285,Escola Alpha,1º Médio,Tarde,15,M,2-3 SM,Fundamental Incompleto,1,85.1,76.2,83.2,79.7
ALU-00286,Escola Alpha,1º Médio,Tarde,16,F,1-2 SM,Médio Completo,1,83.5,74.8,60.1,67.4
ALU-00287,Escola Alpha,1º Médio,Tarde,15,F,2-3 SM,Pós-graduação,1,81.2,80.9,74.5,77.7
ALU-00288,Escola Alpha,1º Médio,Tarde,16,F,2-3 SM,Fundamental Completo,1,83.8,65.5,58.8,62.1
ALU-00289,Escola Alpha,1º Médio,Tarde,16,F,1-2 SM,Fundamental Completo,1,68.7,27.9,65.9,46.9
ALU-00290,Escola Alpha,1º Médio,Tarde,15,M,2-3 SM,Médio Completo,1,65.4,53.6,45.3,49.5
ALU-00291,Escola Alpha,1º Médio,Tarde,16,F,1-2 SM,Superior Completo,1,91.9,71.7,75.1,73.4
ALU-00292,Escola Alpha,1º Médio,Tarde,16,F,1-2 SM,Médio Completo,1,79.0,55.5,73.5,64.5
ALU-00293,Escola Alpha,1º Médio,Tarde,15,M,2-3 SM,Médio Completo,1,69.2,39.1,60.0,49.5
ALU-00294,Escola Alpha,1º Médio,Tarde,16,M,Até 1 SM,Médio Completo,0,77.3,46.0,50.7,48.4
ALU-00295,Escola Alpha,1º Médio,Tarde,16,M,2-3 SM,Médio Completo,1,78.0,70.3,63.3,66.8
ALU-00296,Escola Alpha,1º Médio,Tarde,16,F,3-5 SM,Médio Completo,0,91.4,45.4,81.6,63.5
ALU-00297,Escola Alpha,1º Médio,Tarde,15,M,1-2 SM,Médio Completo,1,83.8,40.9,65.4,53.1
ALU-00298,Escola Alpha,1º Médio,Tarde,16,F,2-3 SM,Fundamental Completo,0,100.0,63.0,56.4,59.7
ALU-00299,Escola Alpha,1º Médio,Tarde,16,M,1-2 SM,Superior Completo,1,71.3,59.1,38.5,48.8
ALU-00300,Escola Alpha,1º Médio,Tarde,16,F,Até 1 SM,Pós-graduação,1,74.0,55.3,68.3,61.8
ALU-00301,Escola Alpha,1º Médio,Tarde,15,F,Até 1 SM,Médio Completo,0,100.0,68.1,63.7,65.9
ALU-00302,Escola Alpha,2º Médio,Manhã,17,F,,Superior Completo,0,74.3,66.8,46.5,56.7
ALU-00303,Escola Alpha,2º Médio,Manhã,16,M,Até 1 SM,Médio Completo,1,88.8,50.2,55.2,52.7
ALU-00304,Escola Alpha,2º Médio,Manhã,16,M,1-2 SM,Pós-graduação,1,90.4,54.2,70.0,62.1
ALU-00305,Escola Alpha,2º Médio,Manhã,17,F,1-2 SM,Fundamental Completo,1,95.2,42.1,56.5,49.3
ALU-00306,Escola Alpha,2º Médio,Manhã,17,M,2-3 SM,Médio Completo,1,82.5,53.2,48.1,50.6
ALU-00307,Escola Alpha,2º Médio,Manhã,17,M,1-2 SM,Médio Completo,1,90.2,62.5,66.0,64.3
ALU-00308,Escola Alpha,2º Médio,Manhã,17,M,1-2 SM,Médio Completo,0,80.2,63.7,63.2,63.4
ALU-00309,Escola Alpha,2º Médio,Manhã,16,M,Até 1 SM,,0,100.0,43.5,74.8,59.1
ALU-00310,Escola Alpha,2º Médio,Manhã,16,F,,Pós-graduação,1,81.0,82.7,55.9,69.3
ALU-00311,Escola Alpha,2º Médio,Manhã,16,M,5+ SM,Médio Completo,0,78.8,81.3,92.6,87.0
ALU-00312,Escola Alpha,2º Médio,Manhã,16,F,1-2 SM,Médio Completo,0,88.0,62.8,66.4,64.6
ALU-00313,Escola Alpha,2º Médio,Manhã,17,M,3-5 SM,Superior Completo,0,100.0,69.7,73.5,71.6
ALU-00314,Escola Alpha,2º Médio,Manhã,16,M,2-3 SM,Médio Completo,1,79.7,61.0,76.6,68.8
ALU-00315,Escola Alpha,2º Médio,Manhã,16,F,2-3 SM,Médio Completo,1,72.7,65.5,26.1,45.8
ALU-00316,Escola Alpha,2º Médio,Manhã,17,M,1-2 SM,Fundamental Incompleto,1,75.0,57.1,77.3,67.2
ALU-00317,Escola Alpha,2º Médio,Manhã,16,M,2-3 SM,,1,72.4,33.2,63.6,48.4
ALU-00318,Escola Alpha,2º Médio,Manhã,17,F,2-3 SM,Fundamental Incompleto,1,78.7,45.7,57.7,51.7
ALU-00319,Escola Alpha,2º Médio,Manhã,17,M,2-3 SM,Fundamental Incompleto,1,79.1,86.1,57.3,71.7
ALU-00320,Escola Alpha,2º Médio,Manhã,17,M,1-2 SM,Fundamental Completo,1,100.0,54.9,66.2,60.5
ALU-00321,Escola Alpha,2º Médio,Manhã,16,M,3-5 SM,Pós-graduação,0,80.3,73.4,66.9,70.2
ALU-00322,Escola Alpha,2º Médio,Manhã,17,F,1-2 SM,Médio Completo,1,88.2,70.3,76.1,73.2
ALU-00323,Escola Alpha,2º Médio,Manhã,16,F,Até 1 SM,Médio Completo,1,82.2,62.5,54.0,58.3
ALU-00324,Escola Alpha,2º Médio,Manhã,17,F,2-3 SM,Fundamental Completo,1,91.8,55.1,45.7,50.4
ALU-00325,Escola Alpha,2º Médio,Manhã,16,M,2-3 SM,Superior Completo,1,81.3,58.4,73.2,65.8
ALU-00326,Escola Alpha,2º Médio,Manhã,16,M,3-5 SM,Superior Completo,0,70.9,43.8,53.5,48.7
ALU-00327,Escola Alpha,2º Médio,Manhã,17,M,1-2 SM,Superior Completo,1,98.0,82.8,53.1,68.0
ALU-00328,Escola Alpha,2º Médio,Manhã,16,F,2-3 SM,Médio Completo,0,84.0,55.0,43.6,49.3
ALU-00329,Escola Alpha,2º Médio,Manhã,16,F,1-2 SM,Fundamental Completo,1,85.5,92.2,67.2,79.7
ALU-00330,Escola Alpha,2º Médio,Manhã,17,F,3-5 SM,Fundamental Completo,0,80.2,92.3,56.3,74.3
ALU-00331,Escola Alpha,2º Médio,Manhã,16,M,3-5 SM,Médio Completo,1,82.9,84.6,84.6,84.6
ALU-00332,Escola Alpha,2º Médio,Manhã,16,F,1-2 SM,Superior Completo,0,100.0,69.3,72.4,70.9
ALU-00333,Escola Alpha,2º Médio,Manhã,16,F,1-2 SM,Fundamental Incompleto,1,98.8,48.5,81.9,65.2
ALU-00334,Escola Alpha,2º Médio,Tarde,17,F,2-3 SM,Superior Completo,1,86.1,67.1,70.5,68.8
ALU-00335,Escola Alpha,2º Médio,Tarde,17,M,1-2 SM,Fundamental Completo,1,76.8,62.0,48.6,55.3
ALU-00336,Escola Alpha,2º Médio,Tarde,17,M,2-3 SM,Médio Completo,1,77.2,70.6,69.5,70.1
ALU-00337,Escola Alpha,2º Médio,Tarde,16,M,1-2 SM,Superior Completo,0,82.6,51.3,59.2,55.2
ALU-00338,Escola Alpha,2º Médio,Tarde,16,M,Até 1 SM,Fundamental Completo,1,83.8,38.7,51.7,45.2
ALU-00339,Escola Alpha,2º Médio,Tarde,16,F,Até 1 SM,Fundamental Completo,1,85.1,63.1,74.7,68.9
ALU-00340,Escola Alpha,2º Médio,Tarde,16,M,1-2 SM,Superior Completo,0,99.9,61.5,44.9,53.2
ALU-00341,Escola Alpha,2º Médio,Tarde,17,M,2-3 SM,Superior Completo,1,89.5,59.9,70.0,65.0
ALU-00342,Escola Alpha,2º Médio,Tarde,17,F,,Fundamental Completo,1,100.0,53.2,64.9,59.0
ALU-00343,Escola Alpha,2º Médio,Tarde,17,M,,Médio Completo,1,84.0,66.5,57.3,61.9
ALU-00344,Escola Alpha,2º Médio,Tarde,17,F,Até 1 SM,Superior Completo,1,90.1,69.6,55.7,62.7
ALU-00345,Escola Alpha,2º Médio,Tarde,17,F,3-5 SM,Médio Completo,0,75.7,75.7,64.5,70.1
ALU-00346,Escola Alpha,2º Médio,Tarde,16,M,2-3 SM,Fundamental Incompleto,1,98.5,55.3,72.3,63.8
ALU-00347,Escola Alpha,2º Médio,Tarde,16,M,2-3 SM,Médio Completo,1,95.4,59.7,60.1,59.9
ALU-00348,Escola Alpha,2º Médio,Tarde,17,M,5+ SM,Superior Completo,1,90.9,42.6,88.4,65.5
ALU-00349,Escola Alpha,2º Médio,Tarde,16,M,3-5 SM,Médio Completo,1,93.3,75.0,48.5,61.7
ALU-00350,Escola Alpha,2º Médio,Tarde,16,M,2-3 SM,Médio Completo,0,79.0,65.1,71.4,68.2
ALU-00351,Escola Alpha,2º Médio,Tarde,16,F,2-3 SM,Médio Completo,1,97.9,53.6,53.4,53.5
ALU-00352,Escola Alpha,2º Médio,Tarde,16,F,Até 1 SM,Fundamental Completo,1,66.7,34.7,74.2,54.4
ALU-00353,Escola Alpha,2º Médio,Tarde,16,M,1-2 SM,Superior Completo,0,87.3,59.6,71.9,65.8
ALU-00354,Escola Alpha,2º Médio,Tarde,17,M,1-2 SM,Fundamental Incompleto,0,79.6,68.4,68.0,68.2
ALU-00355,Escola Alpha,2º Médio,Tarde,16,M,Até 1 SM,,1,74.4,18.4,60.4,39.4
ALU-00356,Escola Alpha,2º Médio,Tarde,16,F,1-2 SM,,1,90.4,68.6,70.3,69.5
ALU-00357,Escola Alpha,2º Médio,Tarde,17,F,Até 1 SM,Fundamental Completo,1,79.4,78.0,69.0,73.5
ALU-00358,Escola Alpha,2º Médio,Tarde,16,M,3-5 SM,Fundamental Completo,1,86.1,63.9,65.3,64.6
ALU-00359,Escola Alpha,2º Médio,Tarde,17,M,Até 1 SM,Fundamental Completo,1,82.1,64.2,76.5,70.3
ALU-00360,Escola Alpha,2º Médio,Tarde,16,F,1-2 SM,Fundamental Completo,1,79.9,45.8,89.5,67.7
ALU-00361,Escola Alpha,2º Médio,Tarde,16,M,3-5 SM,Médio Completo,1,94.0,56.6,76.5,66.5
ALU-00362,Escola Alpha,2º Médio,Tarde,17,F,Até 1 SM,Médio Completo,0,70.1,39.6,48.2,43.9
ALU-00363,Escola Alpha,2º Médio,Tarde,17,M,3-5 SM,Fundamental Incompleto,0,72.0,52.1,42.4,47.2
ALU-00364,Escola Alpha,2º Médio,Tarde,16,F,2-3 SM,Médio Completo,1,93.1,59.9,47.0,53.5
ALU-00365,Escola Alpha,2º Médio,Tarde,17,F,3-5 SM,Médio Completo,0,80.8,61.3,61.9,61.6
ALU-00366,Escola Alpha,2º Médio,Tarde,17,M,Até 1 SM,Superior Completo,1,64.4,64.6,63.7,64.1
ALU-00367,Escola Alpha,2º Médio,Tarde,16,F,2-3 SM,Pós-graduação,0,81.6,57.5,46.4,52.0
ALU-00368,Escola Alpha,2º Médio,Tarde,16,M,Até 1 SM,Médio Completo,1,70.9,37.2,48.3,42.8
ALU-00369,Escola Alpha,2º Médio,Tarde,17,F,1-2 SM,Fundamental Incompleto,1,95.8,48.4,69.1,58.8
ALU-00370,Escola Alpha,2º Médio,Tarde,17,F,1-2 SM,Fundamental Incompleto,1,77.3,63.5,75.2,69.3
ALU-00371,Escola Alpha,3º Médio,Manhã,17,F,5+ SM,Fundamental Completo,1,70.4,25.1,43.1,34.1
ALU-00372,Escola Alpha,3º Médio,Manhã,18,F,Até 1 SM,Médio Completo,1,94.9,55.4,56.9,56.1
ALU-00373,Escola Alpha,3º Médio,Manhã,18,M,2-3 SM,Fundamental Incompleto,1,82.4,62.1,51.9,57.0
ALU-00374,Escola Alpha,3º Médio,Manhã,17,F,1-2 SM,Médio Completo,0,100.0,74.3,73.3,73.8
ALU-00375,Escola Alpha,3º Médio,Manhã,17,F,3-5 SM,Fundamental Incompleto,1,81.4,48.0,84.8,66.4
ALU-00376,Escola Alpha,3º Médio,Manhã,17,M,5+ SM,Médio Completo,0,92.1,64.0,67.7,65.9
ALU-00377,Escola Alpha,3º Médio,Manhã,17,M,3-5 SM,Médio Completo,1,82.3,66.0,76.4,71.2
ALU-00378,Escola Alpha,3º Médio,Manhã,18,F,2-3 SM,Médio Completo,1,85.1,72.3,67.3,69.8
ALU-00379,Escola Alpha,3º Médio,Manhã,17,F,3-5 SM,Médio Completo,1,100.0,71.7,61.7,66.7
ALU-00380,Escola Alpha,3º Médio,Manhã,17,F,2-3 SM,Fundamental Completo,1,79.9,37.2,60.4,48.8
ALU-00381,Escola Alpha,3º Médio,Manhã,17,M,1-2 SM,Fundamental Incompleto,0,76.3,46.9,46.5,46.7
ALU-00382,Escola Alpha,3º Médio,Manhã,18,M,1-2 SM,Fundamental Incompleto,1,92.5,52.3,38.8,45.6
ALU-00383,Escola Alpha,3º Médio,Manhã,17,M,5+ SM,Fundamental Incompleto,0,81.9,84.0,73.2,78.6
ALU-00384,Escola Alpha,3º Médio,Manhã,17,F,5+ SM,Superior Completo,0,83.1,52.6,82.8,67.7
ALU-00385,Escola Alpha,3º Médio,Manhã,18,F,Até 1 SM,Médio Completo,0,86.1,53.2,66.1,59.7
ALU-00386,Escola Alpha,3º Médio,Manhã,17,F,1-2 SM,Fundamental Incompleto,1,94.6,66.2,49.9,58.0
ALU-00387,Escola Alpha,3º Médio,Manhã,17,F,1-2 SM,Fundamental Incompleto,0,93.1,69.9,66.1,68.0
ALU-00388,Escola Alpha,3º Médio,Manhã,18,F,Até 1 SM,Fundamental Completo,1,92.1,58.3,62.4,60.4
ALU-00389,Escola Alpha,3º Médio,Manhã,18,F,3-5 SM,Superior Completo,1,80.6,75.1,73.0,74.1
ALU-00390,Escola Alpha,3º Médio,Manhã,18,M,1-2 SM,Fundamental Completo,1,90.4,43.2,58.1,50.6
ALU-00391,Escola Alpha,3º Médio,Manhã,18,F,2-3 SM,Médio Completo,1,97.4,65.3,51.3,58.3
ALU-00392,Escola Alpha,3º Médio,Manhã,18,M,1-2 SM,Fundamental Incompleto,1,100.0,84.3,46.2,65.2
ALU-00393,Escola Alpha,3º Médio,Manhã,18,F,2-3 SM,Fundamental Incompleto,0,86.0,65.1,69.9,67.5
ALU-00394,Escola Alpha,3º Médio,Manhã,17,F,2-3 SM,Fundamental Completo,0,85.9,53.0,68.5,60.7
ALU-00395,Escola Alpha,3º Médio,Manhã,17,M,3-5 SM,Superior Completo,1,84.7,100.0,67.4,83.7
ALU-00396,Escola Alpha,3º Médio,Manhã,18,F,Até 1 SM,Superior Completo,1,56.3,49.9,46.4,48.2
ALU-00397,Escola Alpha,3º Médio,Manhã,17,F,1-2 SM,Médio Completo,1,82.8,53.2,49.7,51.4
ALU-00398,Escola Alpha,3º Médio,Manhã,18,F,Até 1 SM,Superior Completo,0,86.5,59.4,68.0,63.7
ALU-00399,Escola Alpha,3º Médio,Manhã,17,F,1-2 SM,Superior Completo,0,82.5,43.3,73.8,58.5
ALU-00400,Escola Alpha,3º Médio,Manhã,18,M,Até 1 SM,Médio Completo,1,94.3,55.0,74.9,64.9
ALU-00401,Escola Alpha,3º Médio,Manhã,17,F,Até 1 SM,Fundamental Completo,1,80.3,46.7,37.9,42.3
ALU-00402,Escola Alpha,3º Médio,Manhã,18,F,Até 1 SM,Superior Completo,1,73.7,41.7,43.3,42.5
ALU-00403,Escola Alpha,3º Médio,Tarde,18,F,,,0,84.1,43.4,75.2,59.3
ALU-00404,Escola Alpha,3º Médio,Tarde,17,M,2-3 SM,Médio Completo,1,83.4,60.4,55.3,57.9
ALU-00405,Escola Alpha,3º Médio,Tarde,18,F,3-5 SM,Superior Completo,1,72.0,61.2,79.3,70.2
ALU-00406,Escola Alpha,3º Médio,Tarde,18,M,Até 1 SM,Médio Completo,1,91.6,60.4,53.2,56.8
ALU-00407,Escola Alpha,3º Médio,Tarde,17,M,2-3 SM,Fundamental Incompleto,1,75.2,83.6,74.3,78.9
ALU-00408,Escola Alpha,3º Médio,Tarde,18,F,3-5 SM,Médio Completo,1,69.9,73.1,50.2,61.6
ALU-00409,Escola Alpha,3º Médio,Tarde,18,F,1-2 SM,Médio Completo,1,88.5,46.2,50.3,48.2
ALU-00410,Escola Alpha,3º Médio,Tarde,17,M,3-5 SM,Superior Completo,1,80.6,59.1,68.8,64.0
ALU-00411,Escola Alpha,3º Médio,Tarde,18,M,1-2 SM,Superior Completo,1,96.4,65.7,55.9,60.8
ALU-00412,Escola Alpha,3º Médio,Tarde,17,F,Até 1 SM,Médio Completo,1,88.4,66.5,69.0,67.8
ALU-00413,Escola Alpha,3º Médio,Tarde,18,M,2-3 SM,Fundamental Completo,1,90.5,69.6,69.8,69.7
ALU-00414,Escola Alpha,3º Médio,Tarde,17,F,5+ SM,Superior Completo,1,100.0,68.6,69.8,69.2
ALU-00415,Escola Alpha,3º Médio,Tarde,18,M,2-3 SM,Fundamental Completo,0,100.0,57.8,70.1,63.9
ALU-00416,Escola Alpha,3º Médio,Tarde,18,M,2-3 SM,Fundamental Incompleto,1,83.4,74.9,61.3,68.1
ALU-00417,Escola Alpha,3º Médio,Tarde,17,F,3-5 SM,Médio Completo,0,89.8,52.4,67.7,60.1
ALU-00418,Escola Alpha,3º Médio,Tarde,18,M,2-3 SM,Médio Completo,1,88.7,56.0,56.6,56.3
ALU-00419,Escola Alpha,3º Médio,Tarde,17,M,Até 1 SM,Fundamental Incompleto,1,84.0,47.8,44.7,46.2
ALU-00420,Escola Alpha,3º Médio,Tarde,17,M,Até 1 SM,Fundamental Completo,1,72.2,42.2,43.7,43.0
ALU-00421,Escola Alpha,3º Médio,Tarde,17,F,Até 1 SM,Médio Completo,0,81.1,60.2,63.9,62.0
ALU-00422,Escola Alpha,3º Médio,Tarde,17,M,2-3 SM,Superior Completo,0,91.8,69.5,84.1,76.8
ALU-00423,Escola Alpha,3º Médio,Tarde,17,F,1-2 SM,Superior Completo,1,87.8,72.9,71.6,72.3
ALU-00424,Escola Alpha,3º Médio,Tarde,17,F,Até 1 SM,Superior Completo,1,86.4,53.4,70.3,61.8
ALU-00425,Escola Alpha,3º Médio,Tarde,18,M,2-3 SM,Fundamental Completo,0,74.1,54.2,58.0,56.1
ALU-00426,Escola Alpha,3º Médio,Tarde,18,F,1-2 SM,Superior Completo,1,83.8,74.4,62.1,68.3
ALU-00427,Escola Alpha,3º Médio,Tarde,17,F,2-3 SM,Pós-graduação,1,78.0,80.3,56.0,68.1
ALU-00428,Escola Alpha,3º Médio,Tarde,18,F,1-2 SM,Médio Completo,1,87.9,51.6,62.8,57.2
ALU-00429,Escola Alpha,3º Médio,Tarde,18,M,3-5 SM,Superior Completo,1,93.8,78.2,97.9,88.0
ALU-00430,Escola Alpha,3º Médio,Tarde,17,M,Até 1 SM,Médio Completo,1,78.7,61.1,62.9,62.0
ALU-00431,Escola Alpha,3º Médio,Tarde,17,M,2-3 SM,Pós-graduação,0,97.8,77.9,78.8,78.3
ALU-00432,Escola Alpha,3º Médio,Tarde,17,M,,Médio Completo,0,88.9,54.3,55.1,54.7
ALU-00433,Escola Alpha,3º Médio,Tarde,18,F,3-5 SM,Fundamental Incompleto,0,75.5,55.6,52.8,54.2
ALU-00434,Escola Alpha,3º Médio,Tarde,18,M,3-5 SM,Médio Completo,1,89.7,59.5,45.7,52.6
ALU-00435,Escola Beta,6º Ano,Manhã,16,F,2-3 SM,Fundamental Completo,1,92.7,78.3,47.5,62.9
ALU-00436,Escola Beta,6º Ano,Manhã,17,F,5+ SM,Fundamental Incompleto,1,77.6,43.8,65.8,54.8
ALU-00437,Escola Beta,6º Ano,Manhã,18,F,1-2 SM,Superior Completo,0,79.2,40.7,76.9,58.8
ALU-00438,Escola Beta,6º Ano,Manhã,18,F,2-3 SM,Médio Completo,1,88.4,54.3,80.5,67.4
ALU-00439,Escola Beta,6º Ano,Manhã,18,M,2-3 SM,Superior Completo,0,87.1,81.0,77.6,79.3
ALU-00440,Escola Beta,6º Ano,Manhã,16,F,2-3 SM,Médio Completo,1,87.5,46.9,52.5,49.7
ALU-00441,Escola Beta,6º Ano,Manhã,18,F,2-3 SM,Médio Completo,1,97.6,58.7,84.2,71.4
ALU-00442,Escola Beta,6º Ano,Manhã,18,F,2-3 SM,Superior Completo,1,92.1,65.7,78.4,72.0
ALU-00443,Escola Beta,6º Ano,Manhã,16,M,,Fundamental Completo,1,79.3,60.6,69.6,65.1
