pedido_id,data_pedido,hora_pedido,vendedor_id,categoria,produto_id,preco_unitario,quantidade,valor_total,frete,estado_cliente,status_pedido,nota_avaliacao
PED-000215,2024-01-09,11:52,VEND-0089,Beleza & Saúde,PROD-0484,78.92 ,2,157.83,19.39,MG,Entregue,5.0
PED-000216,2023-05-26,19:20,VEND-0035,Eletrônicos,PROD-0204,495.29,2,990.59,8.74,MG,Entregue,3.0
PED-000217,2023-02-09,13:33,VEND-0064,Eletrônicos,PROD-0279,142.06,1,142.06,33.67,PI,Devolvido,
PED-000218,2024-12-22,12:06,VEND-0116,Casa & Decoração,PROD-0311,240.26,1,240.26,12.41,PB,Entregue,5.0
PED-000219,2024-10-30,09:49,VEND-0019,Beleza & Saúde,PROD-0445,72.64 ,1,72.64,32.14,RN,Entregue,3.0
PED-000220,2024-05-24,09:13,VEND-0019,Beleza & Saúde,PROD-0222,43.68,2,87.36,31.95,GO,Entregue,4.0
PED-000221,2024-06-25,14:35,VEND-0015,Beleza & Saúde,PROD-0212,64.15,1,64.15,32.89,MG,Entregue,4.0
PED-000222,2023-04-14,15:06,VEND-0096,Eletrônicos,PROD-0306,632.65,1,632.65,44.52,CE,Entregue,5.0
PED-000223,2023-05-27,19:22,VEND-0038,Moda Feminina,PROD-0353,77.44,2,154.89,14.17,CE,Entregue,4.0
PED-000224,2023-04-12,18:48,VEND-0051,Moda Feminina,PROD-0048,78.91,2,157.82,12.11,CE,Entregue,1.0
PED-000225,2024-03-19,14:13,VEND-0056,Beleza & Saúde,PROD-0047,71.83,1,71.83,6.16,CE,Entregue,4.0
PED-000226,2024-01-14,11:25,VEND-0103,Eletrônicos,PROD-0421,405.56,1,405.56,18.01,RJ,Devolvido,
PED-000227,2023-08-22,22:32,VEND-0007,Infantil,PROD-0414,63.11,2,126.22,19.98,RN,Entregue,5.0
PED-000228,2024-04-29,21:23,VEND-0092,Eletrônicos,PROD-0034,523.55,1,523.55,23.32,MA,Cancelado,
PED-000229,2024-04-02,22:22,VEND-0012,Moda Feminina,PROD-0322,151.99,1,151.99,36.42,SP,Entregue,5.0
PED-000230,2023-11-28,09:53,VEND-0112,Moda Feminina,PROD-0059,47.07,2,94.14,39.84,CE,Entregue,3.0
PED-000231,2024-04-17,21:14,VEND-0055,Eletrônicos,PROD-0217,490.06,1,490.06,17.54,MG,Entregue,5.0
PED-000232,2024-12-07,16:53,VEND-0066,Casa & Decoração,PROD-0309,288.43,1,288.43,39.07,CE,Entregue,5.0
PED-000233,2023-05-26,12:34,VEND-0003,Moda Feminina,PROD-0123,62.18,1,62.18,20.0,PR,Entregue,5.0
PED-000234,2024-11-21,17:52,VEND-0082,Esporte & Lazer,PROD-0119,128.7,1,128.7,37.05,PB,Entregue,3.0
PED-000235,2024-08-23,12:45,VEND-0016,Infantil,PROD-0068,48.49,1,48.49,5.76,MA,Em trânsito,
PED-000236,2024-05-04,13:28,VEND-0051,Acessórios,PROD-0436,52.72,1,52.72,21.13,CE,Devolvido,
PED-000237,2024-08-08,10:08,VEND-0013,Eletrônicos,PROD-0300,392.96,1,392.96,32.08,PI,Cancelado,
PED-000238,2023-06-07,16:57,VEND-0102,Casa & Decoração,PROD-0458,266.17,1,266.17,32.01,RN,Entregue,3.0
PED-000239,2024-05-23,11:56,VEND-0052,Eletrônicos,PROD-0176,438.78,1,438.78,25.47,MG,Cancelado,
PED-000240,2024-07-29,15:24,VEND-0027,Eletrônicos,PROD-0470,678.47,1,678.47,25.48,SP,Entregue,4.0
PED-000241,2024-08-10,20:36,VEND-0014,Eletrônicos,PROD-0139,441.34,1,441.34,16.58,GO,Cancelado,
PED-000242,2023-06-01,05:30,VEND-0074,Acessórios,PROD-0469,34.78,1,34.78,30.99,PI,Cancelado,
PED-000243,2024-10-27,18:09,VEND-0094,Acessórios,PROD-0300,52.77,1,52.77,11.46,BA,Em trânsito,
PED-000244,2024-01-28,15:06,VEND-0012,Beleza & Saúde,PROD-0346,97.6,1,97.6,25.7,CE,Entregue,4.0
PED-000245,2024-12-22,09:01,VEND-0032,Eletrônicos,PROD-0374,479.43,1,479.43,31.45,SP,Entregue,5.0
PED-000246,2024-02-10,09:21,VEND-0065,Moda Feminina,PROD-0436,35.81 ,1,35.81,37.32,BA,Cancelado,
PED-000247,2024-07-31,12:52,VEND-0026,Esporte & Lazer,PROD-0045,187.43,2,374.86,14.61,SP,Cancelado,
PED-000248,2024-09-10,21:51,VEND-0089,Eletrônicos,PROD-0069,677.76 ,1,677.76,11.77,SP,Entregue,5.0
PED-000249,2024-04-29,20:29,VEND-0101,Casa & Decoração,PROD-0160,288.2,2,576.4,15.86,CE,Entregue,5.0
PED-000250,2023-05-15,10:51,VEND-0001,Eletrônicos,PROD-0499,335.83,2,671.65,39.37,RS,Em trânsito,
PED-000251,2024-03-16,10:42,VEND-0068,Infantil,PROD-0324,89.95,2,179.89,40.44,PR,Entregue,4.0
PED-000252,2023-07-18,17:39,VEND-0019,Acessórios,PROD-0059,65.55,1,65.55,36.69,MA,Entregue,5.0
PED-000253,2024-12-10,21:54,VEND-0107,Esporte & Lazer,PROD-0053,124.26,1,124.26,42.74,SP,Entregue,5.0
PED-000254,2024-10-09,11:24,VEND-0049,Esporte & Lazer,PROD-0001,231.94,2,463.87,13.98,PI,Cancelado,
PED-000255,2023-03-30,20:34,VEND-0079,Acessórios,PROD-0183,114.52,1,114.52,33.38,PE,Em trânsito,
PED-000256,2023-04-02,08:20,VEND-0047,Acessórios,PROD-0184,69.28,1,69.28,39.82,SP,Cancelado,
PED-000257,2023-08-13,05:56,VEND-0099,Moda Feminina,PROD-0431,215.93,1,215.93,21.41,RJ,Em trânsito,
PED-000258,2024-04-29,14:15,VEND-0103,Casa & Decoração,PROD-0354,191.03,1,191.03,7.31,CE,Entregue,5.0
PED-000259,2024-09-30,07:12,VEND-0008,Casa & Decoração,PROD-0270,254.26,1,254.26,7.69,BA,Entregue,5.0
PED-000260,2024-07-23,20:30,VEND-0091,Infantil,PROD-0380,148.75,1,148.75,31.16,CE,Cancelado,
PED-000261,2023-02-19,09:30,VEND-0029,Casa & Decoração,PROD-0067,96.56,1,96.56,35.17,CE,Devolvido,
PED-000262,2024-01-29,15:51,VEND-0105,Moda Feminina,PROD-0371,116.28,1,116.28,33.95,BA,Entregue,4.0
PED-000263,2023-06-05,17:43,VEND-0071,Moda Masculina,PROD-0122,236.43,1,236.43,21.74,SP,Entregue,4.0
PED-000264,2024-01-15,09:16,VEND-0069,Moda Feminina,PROD-0282,111.14,1,111.14,23.49,PA,Devolvido,
PED-000265,2024-04-10,20:27,VEND-0110,Infantil,PROD-0449,109.59,1,109.59,16.57,PE,Entregue,4.0
PED-000266,2023-02-19,21:56,VEND-0040,Esporte & Lazer,PROD-0433,215.63,2,431.26,13.88,MG,Devolvido,
PED-000267,2024-02-11,06:16,VEND-0051,Moda Masculina,PROD-0429,201.86,1,201.86,29.89,PI,Entregue,4.0
PED-000268,2023-01-02,09:57,VEND-0009,Beleza & Saúde,PROD-0236,47.17,1,47.17,33.7,PI,Cancelado,
PED-000269,2023-04-22,17:36,VEND-0056,Esporte & Lazer,PROD-0387,151.77,1,151.77,40.46,SP,Cancelado,
PED-000270,2024-02-03,12:30,VEND-0072,Moda Masculina,PROD-0375,139.95,1,139.95,25.77,MG,Cancelado,
PED-000271,2023-05-29,17:33,VEND-0107,Eletrônicos,PROD-0078,509.92,1,509.92,5.27,SP,Em trânsito,
PED-000272,2023-06-07,11:22,VEND-0038,Moda Feminina,PROD-0314,53.25,1,53.25,19.03,RJ,Entregue,1.0
PED-000273,2024-04-26,07:34,VEND-0055,Esporte & Lazer,PROD-0087,133.52,2,267.05,42.14,CE,Entregue,4.0
PED-000274,2023-07-21,16:22,VEND-0093,Moda Feminina,PROD-0351,154.53,1,154.53,24.35,GO,Em trânsito,
PED-000275,2023-09-19,17:30,VEND-0114,Infantil,PROD-0005,123.01,3,369.04,33.96,SP,Devolvido,
PED-000276,2023-02-19,17:02,VEND-0025,Eletrônicos,PROD-0239,351.19,1,351.19,37.07,PI,Em trânsito,
PED-000277,2023-04-27,08:09,VEND-0088,Acessórios,PROD-0405,95.95,1,95.95,39.11,RS,Entregue,4.0
PED-000278,2023-02-14,21:31,VEND-0097,Moda Feminina,PROD-0391,143.22,1,143.22,18.59,GO,Cancelado,
PED-000279,2023-10-20,05:33,VEND-0043,Beleza & Saúde,PROD-0307,89.06,1,89.06,39.76,CE,Em trânsito,
PED-000280,2023-07-25,19:16,VEND-0034,Casa & Decoração,PROD-0137,154.97,1,154.97,10.82,CE,Devolvido,
PED-000281,2024-06-04,22:50,VEND-0074,Moda Feminina,PROD-0209,131.05,2,262.1,37.34,PR,Em trânsito,
PED-000282,2024-11-22,15:40,VEND-0085,Esporte & Lazer,PROD-0065,174.65,1,174.65,39.65,SP,Entregue,3.0
PED-000283,2023-03-04,12:42,VEND-0086,Moda Masculina,PROD-0399,97.84,1,97.84,36.7,CE,Entregue,1.0
PED-000284,2023-09-23,19:22,VEND-0093,Acessórios,PROD-0029,49.78,1,49.78,18.48,PA,Entregue,3.0
PED-000285,2024-11-24,13:48,VEND-0103,Esporte & Lazer,PROD-0125,180.38,1,180.38,22.63,CE,Entregue,2.0
PED-000286,2024-05-06,16:27,VEND-0085,Eletrônicos,PROD-0202,405.76,1,405.76,37.29,SP,Entregue,5.0
PED-000287,2023-07-09,20:00,VEND-0023,Beleza & Saúde,PROD-0265,18.99,1,18.99,14.82,CE,Cancelado,
PED-000288,2023-02-15,15:38,VEND-0119,Casa & Decoração,PROD-0440,85.87,1,85.87,10.21,PB,Entregue,5.0
PED-000289,2023-02-22,06:11,VEND-0021,Esporte & Lazer,PROD-0317,295.67,1,295.67,10.58,SP,Devolvido,
PED-000290,2023-06-04,14:43,VEND-0057,Moda Masculina,PROD-0482,154.19,3,462.58,32.11,CE,Entregue,5.0
PED-000291,2023-12-02,05:06,VEND-0046,Beleza & Saúde,PROD-0028,107.17,1,107.17,5.82,CE,Cancelado,
PED-000292,2023-04-29,19:27,VEND-0088,Acessórios,PROD-0236,66.39,2,132.79,40.94,MG,Entregue,4.0
PED-000293,2024-07-12,00:39,VEND-0118,Esporte & Lazer,PROD-0272,111.77,1,111.77,6.45,PR,Entregue,4.0
PED-000294,2024-08-10,11:36,VEND-0055,Eletrônicos,PROD-0493,441.58,2,883.16,15.58,GO,Entregue,2.0
PED-000295,2024-07-30,17:21,VEND-0078,Eletrônicos,PROD-0070,622.79,1,622.79,34.0,BA,Entregue,2.0
PED-000296,2023-05-14,16:15,VEND-0113,Eletrônicos,PROD-0185,439.43,2,878.86,28.56,CE,Em trânsito,
PED-000297,2024-04-14,12:15,VEND-0025,Beleza & Saúde,PROD-0283,63.95,1,63.95,20.3,GO,Entregue,5.0
PED-000298,2024-08-26,12:24,VEND-0102,Esporte & Lazer,PROD-0421,266.32,1,266.32,21.27,CE,Entregue,4.0
PED-000299,2024-08-02,12:16,VEND-0091,Moda Feminina,PROD-0368,84.56,2,169.12,35.03,RN,Em trânsito,
PED-000300,2023-05-18,22:08,VEND-0079,Casa & Decoração,PROD-0119,322.17,1,322.17,,RS,Entregue,2.0
PED-000301,2023-02-03,22:09,VEND-0113,Beleza & Saúde,PROD-0293,35.37,1,35.37,30.28,PR,Em trânsito,
PED-000302,2023-06-17,11:49,VEND-0018,Infantil,PROD-0459,154.22,1,154.22,24.14,RJ,Entregue,2.0
PED-000303,2023-09-29,15:45,VEND-0020,Beleza & Saúde,PROD-0391,24.58,2,49.16,16.23,RS,Devolvido,
PED-000304,2024-11-23,05:33,VEND-0100,Beleza & Saúde,PROD-0306,61.81,2,123.61,37.77,MG,Devolvido,
PED-000305,2024-07-29,21:15,VEND-0098,Infantil,PROD-0265,162.21,1,162.21,28.84,BA,Em trânsito,
PED-000306,2023-06-20,18:09,VEND-0087,Beleza & Saúde,PROD-0427,15.0,1,15.0,30.24,RJ,Entregue,4.0
PED-000307,2024-04-02,08:00,VEND-0061,Casa & Decoração,PROD-0280,113.04,1,113.04,19.78,CE,Entregue,4.0
PED-000308,2023-03-22,12:57,VEND-0002,Eletrônicos,PROD-0114,187.6,1,187.6,16.04,CE,Devolvido,
PED-000309,2023-07-08,16:01,VEND-0112,Casa & Decoração,PROD-0419,72.22,1,72.22,26.74,PE,Cancelado,
PED-000310,2024-12-05,13:49,VEND-0098,Casa & Decoração,PROD-0489,296.83,1,296.83,29.58,GO,Cancelado,
PED-000311,2024-03-11,18:53,VEND-0002,Infantil,PROD-0174,43.86,1,43.86,11.63,BA,Entregue,4.0
PED-000312,2023-05-17,16:30,VEND-0048,Infantil,PROD-0297,75.5,1,75.5,35.84,SP,Entregue,5.0
PED-000313,2023-03-25,09:17,VEND-0041,Casa & Decoração,PROD-0169,321.46,2,642.92,41.09,CE,Em trânsito,
PED-000314,2024-07-25,21:28,VEND-0017,Moda Masculina,PROD-0094,205.64,1,205.64,6.29,PE,Entregue,4.0
PED-000315,2024-04-25,04:07,VEND-0109,Esporte & Lazer,PROD-0346,166.85,1,166.85,44.99,SP,Entregue,2.0
PED-000316,2023-03-31,18:48,VEND-0006,Moda Feminina,PROD-0493,146.72,1,146.72,6.94,CE,Em trânsito,
PED-000317,2024-11-06,14:42,VEND-0096,Eletrônicos,PROD-0265,599.94,1,599.94,35.97,RN,Entregue,5.0
PED-000318,2023-08-08,08:37,VEND-0018,Acessórios,PROD-0040,78.75,1,78.75,16.83,PB,Em trânsito,
PED-000319,2023-06-26,03:03,VEND-0022,Eletrônicos,PROD-0264,402.76,1,402.76,20.87,CE,Em trânsito,
PED-000320,2023-08-09,15:24,VEND-0057,Eletrônicos,PROD-0377,404.23,1,404.23,20.79,RN,Entregue,5.0
PED-000321,2024-04-06,17:55,VEND-0026,Beleza & Saúde,PROD-0035,79.13,1,79.13,26.05,SP,Entregue,1.0
PED-000322,2024-01-05,16:06,VEND-0080,Moda Feminina,PROD-0169,173.66,1,173.66,41.79,MG,Devolvido,
PED-000323,2024-01-15,18:20,VEND-0048,Acessórios,PROD-0305,62.89,1,62.89,21.57,PA,Entregue,4.0
PED-000324,2024-06-16,14:57,VEND-0089,Casa & Decoração,PROD-0471,319.74,1,319.74,18.15,RJ,Em trânsito,
PED-000325,2024-07-25,10:40,VEND-0101,Eletrônicos,PROD-0242,556.6,1,556.6,23.41,SP,Entregue,5.0
PED-000326,2024-02-01,07:33,VEND-0110,Esporte & Lazer,PROD-0156,224.01,1,224.01,8.01,CE,Entregue,2.0
PED-000327,2023-07-23,11:37,VEND-0104,Eletrônicos,PROD-0078,524.5,1,524.5,9.49,SP,Cancelado,
PED-000328,2023-03-31,15:16,VEND-0095,Beleza & Saúde,PROD-0345,88.9,1,88.9,26.56,CE,Entregue,5.0
PED-000329,2024-11-20,12:38,VEND-0069,Eletrônicos,PROD-0011,994.11,1,994.11,37.02,MG,Entregue,5.0
PED-000330,2023-04-12,00:23,VEND-0112,Moda Masculina,PROD-0256,154.47,1,154.47,21.38,CE,Em trânsito,
PED-000331,2024-12-27,15:07,VEND-0025,Infantil,PROD-0360,26.31,1,26.31,16.4,RJ,Em trânsito,
PED-000332,2024-12-28,10:23,VEND-0019,Moda Feminina,PROD-0409,127.94,1,127.94,7.5,MG,Entregue,5.0
PED-000333,2023-08-11,08:52,VEND-0075,Casa & Decoração,PROD-0422,147.24,1,147.24,5.9,SP,Entregue,1.0
PED-000334,2024-08-19,18:09,VEND-0102,Moda Feminina,PROD-0266,135.27,1,135.27,6.35,BA,Entregue,5.0
PED-000335,2024-03-21,23:43,VEND-0102,Infantil,PROD-0336,120.96,1,120.96,37.84,CE,Entregue,5.0
PED-000336,2024-02-25,02:16,VEND-0044,Beleza & Saúde,PROD-0169,73.84,1,73.84,7.07,MG,Entregue,3.0
PED-000337,2024-12-16,09:11,VEND-0069,Moda Feminina,PROD-0178,79.69,1,79.69,38.2,RN,Entregue,3.0
PED-000338,2024-05-16,20:48,VEND-0002,Casa & Decoração,PROD-0314,289.34,1,289.34,28.97,PB,Entregue,5.0
PED-000339,2024-06-19,13:12,VEND-0033,Eletrônicos,PROD-0221,568.28 ,1,568.28,37.13,CE,Entregue,3.0
PED-000340,2023-04-14,05:11,VEND-0042,Eletrônicos,PROD-0070,398.51,1,398.51,7.81,RJ,Em trânsito,
PED-000341,2024-11-17,11:09,VEND-0108,Eletrônicos,PROD-0402,198.4,2,396.81,19.75,RJ,Devolvido,
PED-000342,2023-10-16,22:51,VEND-0103,Acessórios,PROD-0429,102.5,1,102.5,6.85,CE,Entregue,5.0
PED-000343,2024-10-11,16:06,VEND-0018,Moda Feminina,PROD-0201,123.64,1,123.64,21.81,PI,Entregue,3.0
PED-000344,2024-08-09,07:38,VEND-0087,Acessórios,PROD-0340,45.2,1,45.2,11.34,PR,Entregue,4.0
PED-000345,2024-10-16,17:06,VEND-0093,Esporte & Lazer,PROD-0153,92.17,1,92.17,44.63,RJ,Entregue,3.0
PED-000346,2023-07-29,20:27,VEND-0101,Acessórios,PROD-0362,15.0,1,15.0,21.09,MG,Entregue,5.0
PED-000347,2023-12-19,14:04,VEND-0091,Eletrônicos,PROD-0317,468.14,2,936.28,42.71,MG,Entregue,4.0
PED-000348,2023-03-06,13:33,VEND-0088,Casa & Decoração,PROD-0487,127.31,2,254.62,19.22,SP,Em trânsito,
PED-000349,2024-11-20,04:55,VEND-0072,Eletrônicos,PROD-0251,373.95,1,373.95,6.95,CE,Entregue,3.0
PED-000350,2023-11-08,16:50,VEND-0032,Acessórios,PROD-0227,60.76,1,60.76,9.75,CE,Entregue,5.0
PED-000351,2023-04-18,19:23,VEND-0052,Moda Masculina,PROD-0453,110.83,3,332.48,36.32,CE,Entregue,4.0
PED-000352,2024-06-13,10:41,VEND-0083,Eletrônicos,PROD-0341,15.0,1,15.0,26.79,CE,Entregue,4.0
PED-000353,2023-04-17,12:21,VEND-0016,Moda Feminina,PROD-0029,112.82,1,112.82,7.2,RN,Entregue,5.0
PED-000354,2023-08-19,19:03,VEND-0021,Esporte & Lazer,PROD-0232,82.7,1,82.7,25.74,RJ,Entregue,3.0
PED-000355,2024-07-16,22:52,VEND-0096,Eletrônicos,PROD-0358,339.13,1,339.13,23.14,BA,Entregue,4.0
PED-000356,2024-03-10,19:36,VEND-0026,Infantil,PROD-0218,93.03,1,93.03,9.52,RS,Entregue,5.0
PED-000357,2024-07-24,03:28,VEND-0019,Casa & Decoração,PROD-0423,142.41,1,142.41,30.7,CE,Devolvido,
PED-000358,2023-07-19,18:58,VEND-0039,Beleza & Saúde,PROD-0133,87.41,1,87.41,23.16,CE,Entregue,3.0
PED-000359,2023-12-13,08:57,VEND-0005,Moda Masculina,PROD-0223,215.49,1,215.49,27.23,CE,Em trânsito,
PED-000360,2024-12-05,12:18,VEND-0082,Moda Masculina,PROD-0188,191.79,1,191.79,7.82,CE,Devolvido,
PED-000361,2023-12-12,15:20,VEND-0008,Moda Masculina,PROD-0319,107.05,2,214.09,8.78,SE,Entregue,3.0
PED-000362,2023-11-25,14:30,VEND-0109,Moda Feminina,PROD-0095,114.31,1,114.31,36.13,SP,Devolvido,
PED-000363,2024-03-29,09:20,VEND-0035,Casa & Decoração,PROD-0174,52.1,1,52.1,31.62,CE,Entregue,5.0
PED-000364,2023-12-04,18:40,VEND-0062,Casa & Decoração,PROD-0488,285.71,2,571.41,41.16,PE,Entregue,4.0
PED-000365,2023-05-22,12:13,VEND-0068,Esporte & Lazer,PROD-0035,232.89,1,232.89,8.63,MA,Devolvido,
PED-000366,2023-11-15,10:32,VEND-0029,Moda Masculina,PROD-0144,291.47,1,291.47,32.0,SP,Em trânsito,
PED-000367,2023-10-30,10:53,VEND-0087,Casa & Decoração,PROD-0082,245.79,1,245.79,39.22,RS,Cancelado,
PED-000368,2024-09-19,14:28,VEND-0099,Moda Feminina,PROD-0033,147.11,1,147.11,13.2,PI,Cancelado,
PED-000369,2024-03-24,00:07,VEND-0082,Moda Feminina,PROD-0368,83.9,1,83.9,43.28,RS,Entregue,5.0
PED-000370,2024-02-08,17:47,VEND-0040,Eletrônicos,PROD-0160,268.64,1,268.64,7.99,PE,Entregue,5.0
PED-000371,2024-05-21,14:28,VEND-0048,Moda Feminina,PROD-0437,146.03,1,146.03,30.57,PR,Entregue,4.0
PED-000372,2024-02-12,15:08,VEND-0079,Esporte & Lazer,PROD-0093,141.55,1,141.55,40.07,PR,Cancelado,
PED-000373,2023-12-26,23:07,VEND-0009,Moda Feminina,PROD-0190,217.78,1,217.78,29.29,BA,Em trânsito,
PED-000374,2024-01-06,14:52,VEND-0118,Casa & Decoração,PROD-0444,165.36,1,165.36,11.83,BA,Entregue,4.0
PED-000375,2023-03-12,11:32,VEND-0006,Infantil,PROD-0135,67.03,1,67.03,22.64,SP,Entregue,5.0
PED-000376,2023-05-01,09:52,VEND-0064,Eletrônicos,PROD-0015,519.23,1,519.23,23.4,SE,Em trânsito,
PED-000377,2024-09-24,01:44,VEND-0051,Infantil,PROD-0229,79.28,1,79.28,7.09,CE,Em trânsito,
PED-000378,2024-08-14,16:08,VEND-0091,Moda Feminina,PROD-0397,138.15,1,138.15,30.42,CE,Entregue,3.0
PED-000379,2024-12-18,20:15,VEND-0027,Infantil,PROD-0123,127.31,1,127.31,36.99,SP,Entregue,4.0
PED-000380,2024-05-23,16:42,VEND-0014,Moda Feminina,PROD-0226,90.52,2,181.05,9.57,MG,Entregue,4.0
PED-000381,2023-08-14,03:47,VEND-0016,Moda Masculina,PROD-0302,194.64,1,194.64,38.06,PB,Entregue,5.0
PED-000382,2024-11-23,12:30,VEND-0105,Eletrônicos,PROD-0397,539.6,1,539.6,11.99,PE,Entregue,1.0
PED-000383,2023-01-06,16:48,VEND-0004,Eletrônicos,PROD-0220,277.2,1,277.2,34.72,CE,Entregue,5.0
PED-000384,2024-02-21,11:53,VEND-0097,Casa & Decoração,PROD-0273,138.49,2,276.98,5.5,MA,Cancelado,
PED-000385,2024-07-09,11:50,VEND-0094,Moda Masculina,PROD-0265,156.43,1,156.43,23.99,RJ,Entregue,5.0
PED-000386,2023-09-07,09:06,VEND-0047,Beleza & Saúde,PROD-0355,68.22 ,1,68.22,38.05,SP,Entregue,5.0
PED-000387,2024-04-18,14:14,VEND-0014,Moda Feminina,PROD-0339,114.23,1,114.23,24.77,MA,Entregue,4.0
PED-000388,2023-11-18,06:38,VEND-0038,Beleza & Saúde,PROD-0377,65.55,1,65.55,6.57,SP,Em trânsito,
PED-000389,2023-07-10,11:16,VEND-0011,Eletrônicos,PROD-0205,367.45,3,1102.36,41.18,PA,Em trânsito,
PED-000390,2023-04-19,11:40,VEND-0070,Moda Masculina,PROD-0396,248.72,1,248.72,11.85,MG,Entregue,4.0
PED-000391,2024-05-28,17:05,VEND-0036,Casa & Decoração,PROD-0478,52.86,1,52.86,27.46,RS,Entregue,3.0
PED-000392,2023-07-25,18:17,VEND-0012,Moda Feminina,PROD-0369,117.61,1,117.61,26.21,CE,Em trânsito,
PED-000393,2024-08-17,10:43,VEND-0109,Moda Feminina,PROD-0356,142.67,2,285.33,21.23,PI,Em trânsito,
PED-000394,2023-08-29,05:16,VEND-0110,Casa & Decoração,PROD-0098,58.68,1,58.68,,CE,Entregue,4.0
PED-000395,2024-08-27,12:32,VEND-0082,Esporte & Lazer,PROD-0448,145.84,1,145.84,15.17,CE,Em trânsito,
PED-000396,2024-02-03,19:36,VEND-0095,Moda Feminina,PROD-0190,134.61 ,1,134.61,31.34,CE,Cancelado,
PED-000397,2024-02-07,04:43,VEND-0017,Esporte & Lazer,PROD-0307,179.29,1,179.29,7.85,CE,Entregue,3.0
PED-000398,2024-07-09,14:42,VEND-0104,Casa & Decoração,PROD-0358,265.15,1,265.15,40.27,MG,Em trânsito,
PED-000399,2024-11-24,16:45,VEND-0113,Eletrônicos,PROD-0016,452.04,1,452.04,21.16,PE,Cancelado,
PED-000400,2023-04-17,17:37,VEND-0027,Moda Masculina,PROD-0143,161.48,1,161.48,29.38,PR,Cancelado,
PED-000401,2023-12-25,12:04,VEND-0059,Esporte & Lazer,PROD-0365,88.26,1,88.26,42.2,CE,Entregue,5.0
PED-000402,2024-03-04,18:06,VEND-0076,Moda Masculina,PROD-0438,326.85,1,326.85,36.36,PR,Entregue,3.0
PED-000403,2023-03-21,07:55,VEND-0090,Acessórios,PROD-0144,103.02,1,103.02,32.51,CE,Em trânsito,
PED-000404,2024-04-26,08:36,VEND-0093,Moda Feminina,PROD-0368,206.06,1,206.06,27.66,CE,Entregue,5.0
PED-000405,2023-08-10,08:38,VEND-0058,Casa & Decoração,PROD-0381,162.2,1,162.2,25.99,MG,Entregue,5.0
PED-000406,2023-03-31,18:17,VEND-0110,Acessórios,PROD-0404,69.0,1,69.0,21.51,CE,Entregue,5.0
PED-000407,2024-08-05,10:11,VEND-0088,Beleza & Saúde,PROD-0204,67.57,1,67.57,14.62,RS,Devolvido,
PED-000408,2023-06-29,17:05,VEND-0058,Moda Masculina,PROD-0434,110.3,1,110.3,32.26,SE,Devolvido,
PED-000409,2023-09-07,05:08,VEND-0030,Eletrônicos,PROD-0365,720.89,1,720.89,20.41,CE,Devolvido,
PED-000410,2023-10-20,20:38,VEND-0051,Infantil,PROD-0213,113.9,1,113.9,20.7,SP,Entregue,5.0
PED-000411,2024-10-22,15:03,VEND-0094,Infantil,PROD-0307,89.19,1,89.19,5.19,CE,Entregue,5.0
PED-000412,2024-06-29,17:34,VEND-0077,Casa & Decoração,PROD-0149,151.2,1,151.2,24.43,BA,Cancelado,
PED-000413,2023-08-17,10:35,VEND-0095,Casa & Decoração,PROD-0355,115.4,1,115.4,37.86,PI,Devolvido,
PED-000414,2024-11-30,15:44,VEND-0024,Esporte & Lazer,PROD-0338,81.33,1,81.33,10.03,CE,Em trânsito,
PED-000415,2024-07-03,07:49,VEND-0060,Moda Feminina,PROD-0395,177.6,1,177.6,24.48,RJ,Entregue,3.0
PED-000416,2023-07-06,18:22,VEND-0004,Moda Masculina,PROD-0341,143.73,1,143.73,17.62,SP,Devolvido,
PED-000417,2023-10-16,09:29,VEND-0001,Infantil,PROD-0275,120.56,1,120.56,7.96,RJ,Entregue,4.0
PED-000418,2024-06-16,15:14,VEND-0011,Beleza & Saúde,PROD-0426,39.97,1,39.97,44.27,PB,Entregue,2.0
PED-000419,2024-07-21,20:23,VEND-0104,Infantil,PROD-0327,92.17,1,92.17,18.7,MG,Em trânsito,
PED-000420,2023-02-27,20:54,VEND-0081,Esporte & Lazer,PROD-0340,212.51,1,212.51,26.32,SP,Entregue,4.0
PED-000421,2023-03-18,09:17,VEND-0076,Moda Masculina,PROD-0290,53.5,2,107.0,16.96,BA,Entregue,5.0
PED-000422,2023-04-30,03:41,VEND-0044,Beleza & Saúde,PROD-0245,69.84,1,69.84,17.21,RJ,Entregue,5.0
PED-000423,2023-12-31,16:46,VEND-0024,Moda Feminina,PROD-0425,178.62,1,178.62,27.18,PR,Entregue,5.0
PED-000424,2024-05-08,15:25,VEND-0097,Moda Feminina,PROD-0128,175.17,1,175.17,30.69,CE,Cancelado,
PED-000425,2023-02-23,16:54,VEND-0015,Moda Feminina,PROD-0274,46.01,1,46.01,34.69,RS,Entregue,3.0
PED-000426,2023-09-12,18:57,VEND-0084,Esporte & Lazer,PROD-0302,247.46,1,247.46,36.93,CE,Entregue,5.0
PED-000427,2023-06-01,11:07,VEND-0076,Moda Feminina,PROD-0397,92.57,1,92.57,29.21,BA,Entregue,4.0
PED-000428,2023-02-13,16:37,VEND-0008,Moda Feminina,PROD-0439,60.11,1,60.11,9.14,RS,Entregue,2.0
PED-000429,2024-08-25,05:16,VEND-0093,Eletrônicos,PROD-0053,600.37,1,600.37,42.8,PE,Entregue,5.0
