municipio,ano,programa,valor_repassado,valor_executado_declarado,fonte
Camocim,2021,Esporte,214756.82,191632.09,Emenda Parlamentar
Camocim,2021,Assistência Social,784314.77,764830.03,SUS
Camocim,2021,Educação Fundamental,735366.44,680623.61,SUS
Camocim,2022,Esporte,198053.37,195597.17,PAC
Camocim,2022,Saúde Básica,495360.29,454097.65,SUS
Camocim,2022,Assistência Social,813032.55,721528.45,FPM
Camocim,2022,Cultura,362537.6,325251.25,Emenda Parlamentar
Camocim,2023,Cultura,551322.86,473358.86,FPM
Camocim,2023,Esporte,984290.65,879915.4,Emenda Parlamentar
Camocim,2023,Infraestrutura,633836.11,553622.61,Emenda Parlamentar
Limoeiro do Norte,2020,Esporte,791045.07,729029.94,FUNDEB
Limoeiro do Norte,2020,Educação Fundamental,843790.86,840957.17,Emenda Parlamentar
Limoeiro do Norte,2020,Saúde Básica,673046.46,623971.63,FUNDEB
Limoeiro do Norte,2020,Infraestrutura,1008046.01,899068.35,Emenda Parlamentar
Limoeiro do Norte,2021,Saneamento,455601.58,402480.24,SUS
Limoeiro do Norte,2021,Esporte,595946.13,543154.75,FUNDEB
Limoeiro do Norte,2021,Assistência Social,633567.87,567010.17,FPM
Limoeiro do Norte,2022,Cultura,741204.96,717072.44,SUS
Limoeiro do Norte,2022,Saúde Básica,519812.82,470640.26,FUNDEB
Limoeiro do Norte,2022,Saneamento,445452.86,428606.81,SUS
Limoeiro do Norte,2022,Esporte,570885.89,485862.26,Emenda Parlamentar
Limoeiro do Norte,2022,Educação Fundamental,687036.05,597501.47,Emenda Parlamentar
Limoeiro do Norte,2023,Infraestrutura,762926.26,745145.97,Emenda Parlamentar
Limoeiro do Norte,2023,Saúde Básica,676760.01,586460.97,PAC
Limoeiro do Norte,2023,Saneamento,193886.52,171265.19,SUS
Limoeiro do Norte,2023,Esporte,640079.86,635680.5,Emenda Parlamentar
Tauá,2020,Cultura,451403.34,432573.51,Emenda Parlamentar
Tauá,2020,Saneamento,516164.53,496412.61,FUNDEB
Tauá,2020,Saúde Básica,601145.67,522867.31,PAC
Tauá,2020,Infraestrutura,384549.32,379962.08,SUS
Tauá,2020,Assistência Social,514189.73,508250.1,FPM
Tauá,2021,Assistência Social,718353.5,678254.64,SUS
Tauá,2021,Educação Fundamental,561708.04,483396.49,PAC
Tauá,2021,Saúde Básica,735717.95,704617.53,FPM
Tauá,2022,Infraestrutura,268572.19,241857.57,SUS
Tauá,2022,Cultura,437957.03,386118.45,PAC
Tauá,2022,Esporte,628541.57,578187.57,FUNDEB
Tauá,2023,Esporte,336768.36,312115.45,PAC
Tauá,2023,Infraestrutura,375728.86,328407.83,SUS
Tauá,2023,Saneamento,592446.1,533901.67,Emenda Parlamentar
Tauá,2023,Cultura,598541.78,552631.53,FUNDEB
Tauá,2023,Educação Fundamental,562800.81,529343.32,PAC
Tauá,2023,Saúde Básica,621759.31,600753.81,FUNDEB
Morada Nova,2020,Infraestrutura,51668.97,45399.16,Emenda Parlamentar
Morada Nova,2020,Saneamento,939486.91,905385.88,FUNDEB
Morada Nova,2020,Cultura,596316.39,520940.12,SUS
Morada Nova,2021,Saúde Básica,688289.67,632307.35,FPM
Morada Nova,2021,Esporte,411214.58,370104.07,FPM
Morada Nova,2021,Cultura,637020.25,586517.48,PAC
Morada Nova,2022,Assistência Social,517053.98,494689.91,SUS
Morada Nova,2022,Saúde Básica,389520.29,359615.1,SUS
Morada Nova,2022,Saneamento,723979.68,656170.83,PAC
Morada Nova,2023,Esporte,707671.19,698489.06,Emenda Parlamentar
Morada Nova,2023,Assistência Social,289072.88,264261.71,FUNDEB
Morada Nova,2023,Saúde Básica,241095.22,208629.25,FUNDEB
Morada Nova,2023,Infraestrutura,623435.05,580043.88,SUS
Morada Nova,2023,Cultura,569785.52,511077.13,SUS
Morada Nova,2023,Saneamento,408055.29,380816.12,Emenda Parlamentar
Brejo Santo,2020,Educação Fundamental,207896.36,180226.8,FUNDEB
Brejo Santo,2020,Infraestrutura,381646.24,324531.86,PAC
Brejo Santo,2020,Cultura,966199.78,895388.92,Emenda Parlamentar
Brejo Santo,2020,Esporte,540898.37,534484.64,Emenda Parlamentar
Brejo Santo,2020,Assistência Social,456659.44,432530.93,FUNDEB
Brejo Santo,2021,Assistência Social,358469.44,351161.97,FPM
Brejo Santo,2021,Educação Fundamental,497118.21,445619.67,SUS
Brejo Santo,2021,Saneamento,568135.05,555424.64,Emenda Parlamentar
Brejo Santo,2021,Infraestrutura,489921.7,486930.14,SUS
Brejo Santo,2021,Saúde Básica,438993.76,415195.97,PAC
Brejo Santo,2022,Saúde Básica,685108.27,677696.29,PAC
Brejo Santo,2022,Cultura,192432.02,168902.75,PAC
Brejo Santo,2022,Assistência Social,462423.24,437059.63,Emenda Parlamentar
Brejo Santo,2023,Assistência Social,488821.39,416152.78,PAC
Brejo Santo,2023,Esporte,750898.18,707556.34,Emenda Parlamentar
Brejo Santo,2023,Cultura,247356.1,226417.5,PAC
Brejo Santo,2023,Infraestrutura,50000.0,43121.99,FUNDEB
Baturité,2020,Infraestrutura,353169.04,341764.44,Emenda Parlamentar
Baturité,2020,Esporte,220845.21,200831.17,FPM
Baturité,2020,Saúde Básica,697108.68,680422.53,FPM
Baturité,2020,Educação Fundamental,379010.45,350844.81,Emenda Parlamentar
Baturité,2020,Cultura,547895.42,493410.22,FUNDEB
Baturité,2020,Saneamento,289423.7,276996.0,FUNDEB
Baturité,2021,Cultura,931582.88,892738.73,PAC
Baturité,2021,Saúde Básica,322357.44,293850.05,FUNDEB
Baturité,2021,Educação Fundamental,371346.17,359050.74,Emenda Parlamentar
Baturité,2021,Assistência Social,717926.99,652669.02,PAC
Baturité,2021,Infraestrutura,453559.69,432772.68,PAC
Baturité,2021,Esporte,538983.07,518045.73,PAC
Baturité,2022,Saúde Básica,249625.1,212372.6,PAC
Baturité,2022,Infraestrutura,482769.87,422295.03,Emenda Parlamentar
Baturité,2022,Esporte,658873.15,635933.41,SUS
Baturité,2023,Educação Fundamental,538041.75,532065.51,FUNDEB
Baturité,2023,Saúde Básica,201950.19,179278.22,SUS
Baturité,2023,Assistência Social,697585.0,662871.25,SUS
Baturité,2023,Esporte,446275.26,441440.74,FUNDEB
Acaraú,2020,Assistência Social,486202.08,427799.68,Emenda Parlamentar
Acaraú,2020,Saneamento,50000.0,42971.26,PAC
Acaraú,2020,Cultura,650848.4,554039.35,Emenda Parlamentar
Acaraú,2020,Educação Fundamental,302443.78,266087.57,Emenda Parlamentar
Acaraú,2021,Educação Fundamental,442686.3,415407.78,FUNDEB
Acaraú,2021,Assistência Social,330515.15,300532.53,Emenda Parlamentar
Acaraú,2021,Cultura,115825.83,113564.0,FUNDEB
Acaraú,2021,Saneamento,458636.75,415606.61,SUS
Acaraú,2021,Infraestrutura,425803.57,421358.1,SUS
Acaraú,2022,Assistência Social,657143.79,572644.37,Emenda Parlamentar
Acaraú,2022,Esporte,151145.66,147280.92,SUS
Acaraú,2022,Infraestrutura,531613.53,479396.27,FUNDEB
Acaraú,2022,Educação Fundamental,182782.07,162344.36,FUNDEB
Acaraú,2023,Cultura,504755.62,451057.11,PAC
Acaraú,2023,Educação Fundamental,547304.96,487854.56,Emenda Parlamentar
Acaraú,2023,Saúde Básica,289700.17,275402.8,SUS
Acaraú,2023,Esporte,722960.35,638198.48,Emenda Parlamentar
Granja,2020,Saúde Básica,515674.16,498081.53,Emenda Parlamentar
Granja,2020,Saneamento,188425.09,174826.44,Emenda Parlamentar
Granja,2020,Educação Fundamental,745885.16,690824.76,Emenda Parlamentar
Granja,2020,Cultura,570496.07,552895.08,Emenda Parlamentar
Granja,2021,Infraestrutura,457087.55,433596.6,PAC
Granja,2021,Esporte,662023.49,581233.07,Emenda Parlamentar
Granja,2021,Educação Fundamental,587944.7,562662.24,Emenda Parlamentar
Granja,2022,Assistência Social,364544.73,343546.9,FPM
Granja,2022,Esporte,126261.57,118023.12,PAC
Granja,2022,Saneamento,637731.91,593332.28,FPM
Granja,2022,Cultura,261041.79,249262.69,SUS
Granja,2022,Infraestrutura,378113.61,325720.85,SUS
Granja,2022,Saúde Básica,346248.11,327749.46,Emenda Parlamentar
Granja,2023,Esporte,527008.78,478284.11,SUS
Granja,2023,Educação Fundamental,164353.81,156347.25,Emenda Parlamentar
Granja,2023,Cultura,557223.57,509224.37,SUS
Granja,2023,Saneamento,781254.19,773889.34,FUNDEB
Pentecoste,2020,Assistência Social,917453.71,789640.5,SUS
Pentecoste,2020,Infraestrutura,805644.85,750736.06,Emenda Parlamentar
Pentecoste,2020,Saúde Básica,229262.16,196178.63,SUS
Pentecoste,2020,Cultura,635234.61,625120.43,SUS
Pentecoste,2021,Educação Fundamental,504098.66,457071.63,SUS
Pentecoste,2021,Cultura,144503.05,125098.49,SUS
Pentecoste,2021,Saúde Básica,147531.84,141877.72,Emenda Parlamentar
Pentecoste,2021,Saneamento,201062.94,179857.8,FUNDEB
Pentecoste,2021,Infraestrutura,456536.12,399055.44,FUNDEB
Pentecoste,2022,Assistência Social,995000.02,846873.21,FPM
Pentecoste,2022,Saneamento,243519.1,240348.26,FPM
Pentecoste,2022,Infraestrutura,212221.56,204433.91,FUNDEB
Pentecoste,2023,Saúde Básica,349539.83,336642.58,PAC
Pentecoste,2023,Saneamento,596897.79,572364.47,FUNDEB
Pentecoste,2023,Esporte,759079.16,737228.33,PAC
Pentecoste,2023,Assistência Social,438316.62,384305.8,SUS
Pentecoste,2023,Educação Fundamental,634818.27,551640.47,FUNDEB
Beberibe,2020,Assistência Social,437003.0,434680.72,FPM
Beberibe,2020,Infraestrutura,571701.09,544491.7,FPM
Beberibe,2020,Saneamento,518558.65,467723.08,FPM
Beberibe,2020,Educação Fundamental,690335.46,650631.22,FUNDEB
Beberibe,2020,Cultura,519127.69,494797.75,PAC
Beberibe,2021,Saúde Básica,469461.66,452187.28,FUNDEB
Beberibe,2021,Infraestrutura,388392.87,343409.96,FPM
Beberibe,2021,Educação Fundamental,622008.16,589486.78,SUS
Beberibe,2021,Assistência Social,580036.53,537149.99,SUS
Beberibe,2022,Infraestrutura,258064.18,240027.48,FUNDEB
Beberibe,2022,Saneamento,650760.02,567441.79,SUS
Beberibe,2022,Saúde Básica,774690.21,756823.4,FUNDEB
Beberibe,2022,Cultura,433902.32,411088.27,FUNDEB
Beberibe,2023,Infraestrutura,565274.4,513993.18,FUNDEB
Beberibe,2023,Cultura,692503.12,637365.41,FPM
Beberibe,2023,Educação Fundamental,435500.18,420455.71,FPM
Beberibe,2023,Esporte,905186.32,882693.36,FPM
Beberibe,2023,Saúde Básica,446353.11,399232.35,Emenda Parlamentar
Trairi,2020,Esporte,390979.7,346798.85,FUNDEB
Trairi,2020,Infraestrutura,292736.46,249850.46,PAC
Trairi,2020,Cultura,271248.61,251516.93,FUNDEB
Trairi,2020,Saneamento,847123.64,786688.25,FPM
Trairi,2020,Assistência Social,559304.36,552385.82,FPM
Trairi,2021,Educação Fundamental,503829.07,477368.25,FUNDEB
Trairi,2021,Esporte,618480.05,574882.34,SUS
Trairi,2021,Cultura,218596.94,192644.08,FUNDEB
Trairi,2021,Infraestrutura,545147.89,468608.1,PAC
Trairi,2021,Assistência Social,825289.73,719295.87,FPM
Trairi,2022,Educação Fundamental,320769.83,296577.5,FPM
Trairi,2022,Saúde Básica,590420.77,523910.0,SUS
Trairi,2022,Assistência Social,748869.89,696209.79,PAC
Trairi,2023,Saúde Básica,745578.83,691564.81,FPM
Trairi,2023,Cultura,523377.38,509903.18,PAC
Trairi,2023,Infraestrutura,590747.02,545050.45,SUS
Trairi,2023,Saneamento,715557.41,620574.16,Emenda Parlamentar
Trairi,2023,Esporte,594590.68,576527.87,SUS
Redenção,2020,Educação Fundamental,675441.41,620722.96,SUS
Redenção,2020,Saúde Básica,606773.5,523408.5,PAC
Redenção,2020,Esporte,447493.08,429240.34,FPM
Redenção,2020,Assistência Social,692869.28,677028.98,FPM
Redenção,2020,Infraestrutura,268435.27,233989.78,SUS
Redenção,2021,Esporte,591502.24,589425.27,FUNDEB
Redenção,2021,Saneamento,291529.1,248027.12,SUS
Redenção,2021,Cultura,318494.1,305997.28,SUS
Redenção,2021,Infraestrutura,268930.85,260630.75,FPM
Redenção,2022,Educação Fundamental,626984.24,607116.41,FPM
Redenção,2022,Cultura,319864.41,311148.02,SUS
Redenção,2022,Infraestrutura,474655.63,437871.0,FUNDEB
Redenção,2022,Saneamento,566691.34,557218.35,SUS
Redenção,2022,Esporte,524789.14,446836.53,FUNDEB
Redenção,2022,Assistência Social,524762.17,514579.09,Emenda Parlamentar
Redenção,2023,Educação Fundamental,755861.0,690994.85,Emenda Parlamentar
Redenção,2023,Esporte,225850.99,204370.53,Emenda Parlamentar
Redenção,2023,Infraestrutura,273975.41,273619.58,SUS
Redenção,2023,Saúde Básica,716365.03,705767.78,Emenda Parlamentar
Viçosa do Ceará,2020,Assistência Social,401970.4,350737.55,Emenda Parlamentar
Viçosa do Ceará,2020,Esporte,314362.59,272654.92,SUS
Viçosa do Ceará,2020,Educação Fundamental,463173.67,396181.75,SUS
Viçosa do Ceará,2020,Infraestrutura,176205.12,171819.26,SUS
Viçosa do Ceará,2020,Cultura,495572.14,447823.02,PAC
Viçosa do Ceará,2021,Assistência Social,319365.21,277267.55,FUNDEB
Viçosa do Ceará,2021,Infraestrutura,486645.74,429955.05,FPM
Viçosa do Ceará,2021,Cultura,361754.36,345720.56,PAC
Viçosa do Ceará,2021,Saúde Básica,385495.52,379942.14,FPM
Viçosa do Ceará,2022,Educação Fundamental,264957.79,227524.66,Emenda Parlamentar
Viçosa do Ceará,2022,Assistência Social,810424.07,689194.75,PAC
Viçosa do Ceará,2022,Esporte,603626.56,539255.96,SUS
Viçosa do Ceará,2022,Saneamento,381728.04,344193.0,FUNDEB
Viçosa do Ceará,2022,Saúde Básica,839751.02,769368.63,PAC
Viçosa do Ceará,2022,Cultura,269452.49,248225.96,FUNDEB
Viçosa do Ceará,2023,Esporte,585806.9,566992.76,FUNDEB
Viçosa do Ceará,2023,Educação Fundamental,784765.42,699224.96,FPM
Viçosa do Ceará,2023,Assistência Social,596417.71,533245.55,FUNDEB
Viçosa do Ceará,2023,Infraestrutura,817832.86,769095.72,FUNDEB
Viçosa do Ceará,2023,Cultura,580900.69,528990.19,FUNDEB
Viçosa do Ceará,2023,Saneamento,67181.86,65988.18,PAC
Lavras da Mangabeira,2020,Assistência Social,785133.17,702117.37,PAC
Lavras da Mangabeira,2020,Saneamento,863802.19,788221.03,Emenda Parlamentar
Lavras da Mangabeira,2020,Esporte,824088.58,804720.77,Emenda Parlamentar
Lavras da Mangabeira,2020,Saúde Básica,664587.73,608801.17,FPM
Lavras da Mangabeira,2020,Infraestrutura,252236.93,235942.95,FUNDEB
Lavras da Mangabeira,2020,Educação Fundamental,619166.05,543122.48,FUNDEB
Lavras da Mangabeira,2021,Saúde Básica,731107.52,623881.15,SUS
Lavras da Mangabeira,2021,Infraestrutura,735169.33,725247.72,FUNDEB
Lavras da Mangabeira,2021,Educação Fundamental,228961.25,207744.72,FPM
Lavras da Mangabeira,2021,Esporte,625393.52,614679.08,SUS
Lavras da Mangabeira,2021,Saneamento,840677.77,837197.33,Emenda Parlamentar
Lavras da Mangabeira,2021,Assistência Social,320841.38,278185.66,FPM
Lavras da Mangabeira,2022,Saneamento,406964.78,360125.97,Emenda Parlamentar
Lavras da Mangabeira,2022,Saúde Básica,668372.79,601693.1,Emenda Parlamentar
Lavras da Mangabeira,2022,Infraestrutura,618552.69,528652.23,SUS
Lavras da Mangabeira,2022,Esporte,50000.0,44279.76,SUS
Lavras da Mangabeira,2023,Saúde Básica,297144.07,258157.7,FPM
Lavras da Mangabeira,2023,Assistência Social,686968.03,651910.12,SUS
Lavras da Mangabeira,2023,Educação Fundamental,253318.46,223987.77,FUNDEB
Lavras da Mangabeira,2023,Infraestrutura,484366.25,440317.77,PAC
Lavras da Mangabeira,2023,Saneamento,501119.31,448569.11,FUNDEB
Lavras da Mangabeira,2023,Esporte,744707.45,743917.77,SUS
Jaguaribe,2020,Cultura,602625.07,549517.97,FPM
Jaguaribe,2020,Assistência Social,336231.55,303971.53,SUS
Jaguaribe,2020,Educação Fundamental,447657.6,417216.79,SUS
Jaguaribe,2020,Saúde Básica,302291.06,274307.72,FUNDEB
Jaguaribe,2020,Infraestrutura,711239.84,670455.59,SUS
Jaguaribe,2021,Esporte,455129.29,394066.73,PAC
Jaguaribe,2021,Saneamento,482540.07,434121.43,FPM
Jaguaribe,2021,Infraestrutura,568926.13,563299.8,PAC
Jaguaribe,2021,Saúde Básica,603166.72,522679.66,FUNDEB
Jaguaribe,2021,Educação Fundamental,599016.33,580126.81,Emenda Parlamentar
Jaguaribe,2021,Assistência Social,184880.16,180173.85,Emenda Parlamentar
Jaguaribe,2022,Cultura,442647.48,441118.84,FUNDEB
Jaguaribe,2022,Educação Fundamental,606072.56,575081.64,FPM
Jaguaribe,2022,Saúde Básica,732633.93,656245.08,Emenda Parlamentar
Jaguaribe,2023,Cultura,855239.15,733473.92,FPM
Jaguaribe,2023,Assistência Social,344897.82,297289.49,FPM
Jaguaribe,2023,Infraestrutura,661554.79,656099.09,SUS
Missão Velha,2020,Infraestrutura,520721.37,454699.87,Emenda Parlamentar
Missão Velha,2020,Saneamento,213354.68,202832.42,Emenda Parlamentar
Missão Velha,2020,Educação Fundamental,621996.62,614144.75,PAC
Missão Velha,2020,Esporte,261840.35,260595.26,FUNDEB
Missão Velha,2020,Assistência Social,732492.9,720108.71,PAC
Missão Velha,2021,Educação Fundamental,614577.85,563795.69,SUS
Missão Velha,2021,Cultura,609620.1,557549.86,SUS
Missão Velha,2021,Saneamento,385208.43,343130.96,PAC
Missão Velha,2021,Assistência Social,738225.95,636385.22,FPM
Missão Velha,2021,Esporte,165812.48,153859.06,FUNDEB
Missão Velha,2021,Saúde Básica,189572.23,163976.82,FPM
Missão Velha,2022,Esporte,355452.22,319918.84,FPM
Missão Velha,2022,Assistência Social,50000.0,42724.49,PAC
Missão Velha,2022,Infraestrutura,510226.15,479454.95,PAC
Missão Velha,2022,Saúde Básica,302234.61,267567.13,FPM
Missão Velha,2023,Saneamento,599405.98,542430.6,SUS
Missão Velha,2023,Saúde Básica,723962.31,694863.69,Emenda Parlamentar
Missão Velha,2023,Cultura,91736.72,90155.65,PAC
Município 41,2020,Esporte,590991.03,519504.39,Emenda Parlamentar
Município 41,2020,Assistência Social,288352.11,275204.02,FPM
Município 41,2020,Saneamento,399310.01,347421.2,FUNDEB
Município 41,2020,Educação Fundamental,405118.2,383557.12,FPM
Município 41,2020,Saúde Básica,370917.99,322282.96,FPM
Município 41,2021,Saúde Básica,457425.74,423600.57,Emenda Parlamentar
Município 41,2021,Saneamento,488310.03,441565.69,Emenda Parlamentar
Município 41,2021,Assistência Social,754242.73,735293.99,Emenda Parlamentar
Município 41,2021,Esporte,1181261.16,1086074.74,Emenda Parlamentar
Município 41,2022,Educação Fundamental,638780.58,609648.71,SUS
Município 41,2022,Saúde Básica,955644.36,894033.02,PAC
Município 41,2022,Esporte,402017.11,385197.64,SUS
Município 41,2023,Esporte,675173.69,590936.02,PAC
Município 41,2023,Assistência Social,467723.1,411916.05,SUS
Município 41,2023,Cultura,664955.16,617722.58,FPM
Município 41,2023,Infraestrutura,579729.79,514467.07,FUNDEB
Município 41,2023,Saúde Básica,98356.4,96466.63,SUS
Município 41,2023,Saneamento,668433.95,590711.26,FPM
Município 42,2020,Esporte,281013.44,239671.41,PAC
Município 42,2020,Infraestrutura,386898.36,357037.97,Emenda Parlamentar
Município 42,2020,Saneamento,527970.13,453935.22,SUS
Município 42,2021,Saneamento,621840.08,613584.94,Emenda Parlamentar
Município 42,2021,Esporte,210770.64,185175.66,FPM
Município 42,2021,Assistência Social,190262.37,176759.92,Emenda Parlamentar
Município 42,2021,Educação Fundamental,522429.33,481836.11,FPM
Município 42,2021,Infraestrutura,384472.92,375003.44,FUNDEB
Município 42,2022,Saúde Básica,162863.9,154527.29,FPM
Município 42,2022,Saneamento,250458.45,215235.72,SUS
Município 42,2022,Assistência Social,84347.69,72457.35,FPM
Município 42,2022,Educação Fundamental,523895.2,461351.53,Emenda Parlamentar
Município 42,2023,Infraestrutura,328283.78,314933.42,SUS
Município 42,2023,Esporte,379559.76,361659.09,FPM
Município 42,2023,Saúde Básica,69106.56,59532.85,PAC
Município 43,2020,Educação Fundamental,676019.13,617194.73,SUS
Município 43,2020,Saúde Básica,325344.8,296770.38,Emenda Parlamentar
Município 43,2020,Esporte,705453.25,641794.95,FPM
Município 43,2020,Infraestrutura,701922.66,630158.25,SUS
Município 43,2020,Cultura,172562.77,158070.93,FUNDEB
Município 43,2020,Assistência Social,601870.71,556046.8,Emenda Parlamentar
Município 43,2021,Infraestrutura,300692.44,283234.76,Emenda Parlamentar
Município 43,2021,Assistência Social,745090.43,706395.77,Emenda Parlamentar
Município 43,2021,Saúde Básica,933151.53,808004.18,FUNDEB
Município 43,2021,Educação Fundamental,539125.37,528642.98,Emenda Parlamentar
Município 43,2021,Cultura,268820.75,258882.18,PAC
Município 43,2021,Saneamento,340841.47,340698.69,SUS
Município 43,2022,Cultura,569978.04,528626.13,FUNDEB
Município 43,2022,Educação Fundamental,412938.71,373171.75,FUNDEB
Município 43,2022,Assistência Social,315753.05,290203.99,SUS
Município 43,2022,Esporte,814505.01,701056.3,Emenda Parlamentar
Município 43,2022,Saneamento,365466.57,340895.3,FPM
Município 43,2022,Saúde Básica,565017.86,547057.07,PAC
Município 43,2023,Infraestrutura,735450.3,640409.81,PAC
Município 43,2023,Saneamento,960968.6,940125.19,FPM
Município 43,2023,Educação Fundamental,530011.53,505973.0,SUS
Município 43,2023,Assistência Social,711692.42,705675.14,SUS
Município 43,2023,Esporte,477825.61,432564.57,FPM
Município 44,2020,Infraestrutura,407917.13,348061.88,PAC
Município 44,2020,Cultura,390178.44,373087.72,SUS
Município 44,2020,Saneamento,583931.1,568488.29,PAC
Município 44,2021,Infraestrutura,572167.04,535181.41,FUNDEB
Município 44,2021,Saneamento,565574.83,552059.76,FUNDEB
Município 44,2021,Educação Fundamental,432438.93,418807.3,FPM
Município 44,2022,Educação Fundamental,981791.71,951000.02,Emenda Parlamentar
Município 44,2022,Infraestrutura,356910.76,351112.06,SUS
Município 44,2022,Cultura,488156.05,441323.47,PAC
Município 44,2022,Saneamento,802432.27,762249.2,PAC
Município 44,2023,Cultura,857226.66,791282.85,FUNDEB
Município 44,2023,Infraestrutura,679675.14,664451.78,FUNDEB
Município 44,2023,Saúde Básica,213080.17,205491.93,Emenda Parlamentar
Município 45,2020,Infraestrutura,684609.46,645624.41,FUNDEB
