licitacao_id,municipio,ano,objeto,valor_contrato,modalidade,empresa_vencedora,cnpj_vencedora,socio_principal,endereco_empresa,numero_participantes,status
LIC-00166,Russas,2020,Aquisição de equipamentos,65289.91,Tomada de Preços,Empresa Rio Engenharia,67.661.934/0001-15,Sócio 8,"Rua 8, 448",8,Em execução
LIC-00167,Russas,2023,Pavimentação de via,266792.27,Pregão,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",5,Em execução
LIC-00168,Russas,2020,Transporte escolar,50632.24,Tomada de Preços,Empresa Rio Engenharia,66.950.878/0001-85,Sócio 17,"Rua 17, 122",4,Concluído
LIC-00169,Russas,2023,Manutenção predial,30000.0,Dispensa,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",3,Concluído
LIC-00170,Russas,2021,Material didático,320598.57,Tomada de Preços,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",3,Em execução
LIC-00171,Russas,2021,Fornecimento de merenda,244554.06,Pregão,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",8,Concluído
LIC-00172,Russas,2023,Reforma de UBS,411561.07,Concorrência,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",8,Concluído
LIC-00173,Tianguá,2021,Construção de escola,144561.53,Concorrência,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",7,Concluído
LIC-00174,Tianguá,2023,Fornecimento de merenda,315294.5,Pregão,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",8,Concluído
LIC-00175,Tianguá,2020,Aquisição de equipamentos,192431.91,Concorrência,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",7,Em execução
LIC-00176,Tianguá,2021,Pavimentação de via,233565.59,Dispensa,Empresa Sul Soluções,64.132.607/0001-37,Sócio 6,"Rua 6, 392",8,Concluído
LIC-00177,Tianguá,2020,Limpeza urbana,106194.01,Concorrência,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",8,Em execução
LIC-00178,Tianguá,2021,Transporte escolar,242788.73,Concorrência,Empresa Sul Serviços,92.344.537/0001-98,Sócio 12,"Rua 12, 9",8,Em execução
LIC-00179,Tianguá,2023,Serviços de consultoria,237295.81,Concorrência,Empresa Norte Construções,61.392.872/0001-32,Sócio 26,"Rua 26, 482",3,Concluído
LIC-00180,Crateús,2021,Material didático,348578.93,Concorrência,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",7,Atrasado
LIC-00181,Crateús,2023,Limpeza urbana,167850.97,Concorrência,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",3,Concluído
LIC-00182,Crateús,2021,Pavimentação de via,58066.53,Pregão,Empresa Sul Engenharia,38.805.699/0001-80,Sócio 19,"Rua 19, 162",8,Atrasado
LIC-00183,Crateús,2021,Limpeza urbana,52710.72,Dispensa,Empresa Rio Engenharia,87.978.140/0001-71,Sócio 29,"Rua 29, 12",7,Em execução
LIC-00184,Crateús,2021,Reforma de UBS,50025.94,Pregão,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",5,Em execução
LIC-00185,Crateús,2021,Manutenção predial,206453.3,Dispensa,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",8,Atrasado
LIC-00186,Aracati,2021,Aquisição de equipamentos,179963.07,Dispensa,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",7,Em execução
LIC-00187,Aracati,2023,Aquisição de equipamentos,163994.6,Tomada de Preços,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",5,Concluído
LIC-00188,Aracati,2020,Material didático,304371.46,Tomada de Preços,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",4,Concluído
LIC-00189,Aracati,2020,Limpeza urbana,107000.39,Dispensa,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",6,Concluído
LIC-00190,Aracati,2020,Pavimentação de via,220971.04,Dispensa,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",6,Concluído
LIC-00191,Aracati,2021,Transporte escolar,312058.32,Tomada de Preços,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",5,Concluído
LIC-00192,Aracati,2020,Pavimentação de via,166607.17,Concorrência,Empresa Norte Construções,61.392.872/0001-32,Sócio 26,"Rua 26, 482",7,Concluído
LIC-00193,Aracati,2023,Construção de escola,193001.7,Pregão,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",5,Em execução
LIC-00194,Aracati,2022,Transporte escolar,384473.25,Pregão,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",4,Concluído
LIC-00195,Aracati,2020,Pavimentação de via,30000.0,Tomada de Preços,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",7,Atrasado
LIC-00196,Aracati,2020,Pavimentação de via,205667.99,Concorrência,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",7,Concluído
LIC-00197,Aracati,2020,Manutenção predial,309998.22,Tomada de Preços,Empresa Rio Engenharia,66.950.878/0001-85,Sócio 17,"Rua 17, 122",5,Em execução
LIC-00198,Aracati,2022,Aquisição de equipamentos,171381.37,Concorrência,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",6,Concluído
LIC-00199,Aracati,2021,Reforma de UBS,34133.66,Pregão,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",8,Em execução
LIC-00200,Aracati,2023,Aquisição de equipamentos,268994.1,Pregão,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",7,Em execução
LIC-00201,Aracati,2022,Pavimentação de via,237393.21,Pregão,Empresa Mar Engenharia,38.329.904/0001-66,Sócio 20,"Rua 20, 228",7,Concluído
LIC-00202,Aracati,2020,Fornecimento de merenda,105105.93,Concorrência,Empresa Terra Serviços,23.792.495/0001-94,Sócio 27,"Rua 27, 182",7,Atrasado
LIC-00203,Aracati,2022,Transporte escolar,195064.58,Pregão,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",4,Concluído
LIC-00204,Aracati,2021,Transporte escolar,96307.7,Pregão,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",5,Em execução
LIC-00205,Horizonte,2023,Aquisição de equipamentos,80697.33,Tomada de Preços,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",5,Concluído
LIC-00206,Horizonte,2023,Manutenção predial,78475.8,Tomada de Preços,Empresa Norte Construções,61.392.872/0001-32,Sócio 26,"Rua 26, 482",4,Concluído
LIC-00207,Horizonte,2020,Serviços de consultoria,169801.93,Tomada de Preços,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",4,Concluído
LIC-00208,Horizonte,2021,Material didático,155090.8,Concorrência,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",5,Concluído
LIC-00209,Horizonte,2023,Manutenção predial,126855.09,Concorrência,Empresa Rio Engenharia,87.978.140/0001-71,Sócio 29,"Rua 29, 12",8,Concluído
LIC-00210,Horizonte,2021,Pavimentação de via,512017.06,Dispensa,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",7,Concluído
LIC-00211,Horizonte,2022,Fornecimento de merenda,197377.8,Dispensa,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",3,Concluído
LIC-00212,Horizonte,2021,Limpeza urbana,47071.8,Tomada de Preços,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",3,Concluído
LIC-00213,Horizonte,2020,Limpeza urbana,205717.92,Concorrência,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",4,Em execução
LIC-00214,Horizonte,2020,Reforma de UBS,183026.02,Tomada de Preços,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",8,Em execução
LIC-00215,Horizonte,2021,Serviços de consultoria,254098.4,Tomada de Preços,Empresa Sul Engenharia,38.805.699/0001-80,Sócio 19,"Rua 19, 162",8,Em execução
LIC-00216,Horizonte,2023,Construção de escola,332225.03,Concorrência,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",4,Concluído
LIC-00217,Horizonte,2022,Reforma de UBS,127481.21,Concorrência,Empresa Mar Soluções,51.161.687/0001-86,Sócio 4,"Rua 4, 419",8,Em execução
LIC-00218,Horizonte,2022,Aquisição de equipamentos,172570.24,Concorrência,Empresa Sul Soluções,64.132.607/0001-37,Sócio 6,"Rua 6, 392",8,Concluído
LIC-00219,Horizonte,2020,Fornecimento de merenda,133868.19,Concorrência,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",5,Em execução
LIC-00220,Horizonte,2020,Reforma de UBS,285038.49,Dispensa,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",3,Em execução
LIC-00221,Horizonte,2021,Limpeza urbana,113412.81,Concorrência,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",6,Em execução
LIC-00222,Pacajus,2023,Reforma de UBS,326425.77,Tomada de Preços,Empresa Sul Engenharia,38.805.699/0001-80,Sócio 19,"Rua 19, 162",3,Concluído
LIC-00223,Pacajus,2023,Manutenção predial,164231.22,Dispensa,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",4,Atrasado
LIC-00224,Pacajus,2022,Manutenção predial,233464.79,Pregão,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",8,Concluído
LIC-00225,Pacajus,2020,Pavimentação de via,191969.85,Concorrência,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",7,Concluído
LIC-00226,Pacajus,2022,Manutenção predial,134246.24,Pregão,Empresa Norte Construções,61.392.872/0001-32,Sócio 26,"Rua 26, 482",3,Em execução
LIC-00227,Pacajus,2022,Aquisição de equipamentos,231333.66,Concorrência,Empresa Sul Soluções,64.132.607/0001-37,Sócio 6,"Rua 6, 392",5,Concluído
LIC-00228,Pacajus,2020,Manutenção predial,127157.59,Tomada de Preços,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",4,Em execução
LIC-00229,Pacajus,2023,Fornecimento de merenda,98058.34,Dispensa,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",6,Concluído
LIC-00230,Eusébio,2022,Aquisição de equipamentos,232407.42,Concorrência,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",5,Em execução
LIC-00231,Eusébio,2020,Reforma de UBS,229390.89,Dispensa,Empresa Rio Engenharia,52.643.772/0001-62,Sócio 11,"Rua 11, 103",4,Atrasado
LIC-00232,Eusébio,2020,Manutenção predial,354551.8,Concorrência,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",4,Em execução
LIC-00233,Eusébio,2022,Construção de escola,109285.29,Pregão,Empresa Sul Serviços,92.344.537/0001-98,Sócio 12,"Rua 12, 9",4,Concluído
LIC-00234,Eusébio,2020,Serviços de consultoria,404569.97,Pregão,Empresa Mar Engenharia,38.329.904/0001-66,Sócio 20,"Rua 20, 228",4,Concluído
LIC-00235,Eusébio,2020,Construção de escola,160156.99,Pregão,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",3,Concluído
LIC-00236,Eusébio,2023,Limpeza urbana,167510.39,Concorrência,Empresa Mar Soluções,51.161.687/0001-86,Sócio 4,"Rua 4, 419",8,Concluído
LIC-00237,Eusébio,2020,Fornecimento de merenda,156840.97,Tomada de Preços,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",4,Concluído
LIC-00238,Eusébio,2022,Limpeza urbana,264431.81,Concorrência,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",3,Em execução
LIC-00239,Eusébio,2021,Limpeza urbana,205819.02,Dispensa,Empresa Sul Serviços,92.344.537/0001-98,Sócio 12,"Rua 12, 9",3,Concluído
LIC-00240,Eusébio,2020,Reforma de UBS,237060.88,Tomada de Preços,Empresa Rio Engenharia,87.978.140/0001-71,Sócio 29,"Rua 29, 12",4,Concluído
LIC-00241,Eusébio,2021,Construção de escola,353661.74,Concorrência,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",8,Concluído
LIC-00242,Eusébio,2021,Aquisição de equipamentos,224121.41,Pregão,Empresa Sul Engenharia,38.805.699/0001-80,Sócio 19,"Rua 19, 162",5,Atrasado
LIC-00243,Eusébio,2022,Construção de escola,169048.01,Dispensa,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",7,Atrasado
LIC-00244,Eusébio,2021,Reforma de UBS,151100.17,Pregão,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",6,Concluído
LIC-00245,Eusébio,2023,Reforma de UBS,168315.35,Pregão,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",4,Atrasado
LIC-00246,Eusébio,2020,Fornecimento de merenda,425155.2,Tomada de Preços,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",6,Concluído
LIC-00247,Eusébio,2020,Serviços de consultoria,117885.67,Tomada de Preços,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",8,Concluído
LIC-00248,São Gonçalo do Amarante,2022,Limpeza urbana,223773.51,Dispensa,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",7,Concluído
LIC-00249,São Gonçalo do Amarante,2020,Serviços de consultoria,195737.94,Tomada de Preços,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",4,Concluído
LIC-00250,São Gonçalo do Amarante,2020,Fornecimento de merenda,369101.76,Dispensa,Empresa Rio Engenharia,87.978.140/0001-71,Sócio 29,"Rua 29, 12",4,Em execução
LIC-00251,São Gonçalo do Amarante,2022,Construção de escola,231031.12,Tomada de Preços,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",4,Em execução
LIC-00252,São Gonçalo do Amarante,2023,Construção de escola,248273.75,Pregão,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",5,Concluído
LIC-00253,São Gonçalo do Amarante,2022,Fornecimento de merenda,231047.87,Dispensa,Empresa Sul Soluções,64.132.607/0001-37,Sócio 6,"Rua 6, 392",4,Concluído
LIC-00254,São Gonçalo do Amarante,2021,Construção de escola,158119.52,Tomada de Preços,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",8,Concluído
LIC-00255,São Gonçalo do Amarante,2020,Material didático,309770.91,Pregão,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",6,Atrasado
LIC-00256,São Gonçalo do Amarante,2020,Fornecimento de merenda,197233.29,Concorrência,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",8,Concluído
LIC-00257,São Gonçalo do Amarante,2022,Limpeza urbana,204477.27,Pregão,Empresa Mar Soluções,51.161.687/0001-86,Sócio 4,"Rua 4, 419",3,Atrasado
LIC-00258,São Gonçalo do Amarante,2021,Manutenção predial,392813.59,Dispensa,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",5,Em execução
LIC-00259,São Gonçalo do Amarante,2023,Reforma de UBS,97779.55,Dispensa,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",4,Concluído
LIC-00260,Cascavel,2023,Transporte escolar,30000.0,Tomada de Preços,Empresa Sul Serviços,92.344.537/0001-98,Sócio 12,"Rua 12, 9",5,Concluído
LIC-00261,Cascavel,2021,Manutenção predial,161288.95,Tomada de Preços,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",3,Em execução
LIC-00262,Cascavel,2020,Fornecimento de merenda,237072.47,Concorrência,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",7,Concluído
LIC-00263,Cascavel,2021,Construção de escola,82952.53,Tomada de Preços,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",4,Atrasado
LIC-00264,Cascavel,2021,Reforma de UBS,208931.51,Pregão,Empresa Rio Engenharia,87.978.140/0001-71,Sócio 29,"Rua 29, 12",8,Em execução
LIC-00265,Cascavel,2021,Limpeza urbana,113398.04,Dispensa,Empresa Mar Engenharia,38.329.904/0001-66,Sócio 20,"Rua 20, 228",6,Concluído
LIC-00266,Cascavel,2020,Transporte escolar,315893.39,Dispensa,Empresa Sul Soluções,64.132.607/0001-37,Sócio 6,"Rua 6, 392",8,Atrasado
LIC-00267,Cascavel,2023,Fornecimento de merenda,165325.53,Dispensa,Empresa Mar Soluções,51.161.687/0001-86,Sócio 4,"Rua 4, 419",8,Atrasado
LIC-00268,Cascavel,2020,Aquisição de equipamentos,254780.33,Pregão,Empresa Rio Engenharia,66.950.878/0001-85,Sócio 17,"Rua 17, 122",5,Em execução
LIC-00269,Cascavel,2022,Reforma de UBS,234101.2,Pregão,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",4,Atrasado
LIC-00270,Cascavel,2022,Serviços de consultoria,237774.24,Pregão,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",3,Concluído
LIC-00271,Cascavel,2020,Serviços de consultoria,275801.3,Pregão,Empresa Mar Engenharia,38.329.904/0001-66,Sócio 20,"Rua 20, 228",4,Atrasado
LIC-00272,Cascavel,2020,Construção de escola,180925.34,Concorrência,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",6,Atrasado
LIC-00273,Cascavel,2023,Reforma de UBS,30000.0,Concorrência,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",3,Concluído
LIC-00274,Cascavel,2022,Serviços de consultoria,95708.19,Tomada de Preços,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",3,Concluído
LIC-00275,Barbalha,2022,Pavimentação de via,159598.1,Tomada de Preços,Empresa Mar Soluções,51.161.687/0001-86,Sócio 4,"Rua 4, 419",3,Concluído
LIC-00276,Barbalha,2022,Serviços de consultoria,152063.08,Pregão,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",8,Atrasado
LIC-00277,Barbalha,2021,Aquisição de equipamentos,259125.9,Dispensa,Empresa Rio Engenharia,87.978.140/0001-71,Sócio 29,"Rua 29, 12",5,Concluído
LIC-00278,Barbalha,2023,Manutenção predial,282142.75,Dispensa,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",6,Concluído
LIC-00279,Barbalha,2022,Limpeza urbana,179387.33,Pregão,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",5,Concluído
LIC-00280,Barbalha,2022,Material didático,203873.35,Tomada de Preços,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",5,Em execução
LIC-00281,Barbalha,2022,Reforma de UBS,255706.39,Tomada de Preços,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",6,Concluído
LIC-00282,Barbalha,2023,Transporte escolar,175547.34,Tomada de Preços,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",8,Concluído
LIC-00283,Barbalha,2023,Transporte escolar,34401.73,Dispensa,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",8,Em execução
LIC-00284,Barbalha,2021,Reforma de UBS,243188.14,Tomada de Preços,Empresa Mar Soluções,51.161.687/0001-86,Sócio 4,"Rua 4, 419",4,Em execução
LIC-00285,Barbalha,2021,Material didático,94081.93,Pregão,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",3,Concluído
LIC-00286,Icó,2020,Fornecimento de merenda,232863.14,Tomada de Preços,Empresa Norte Construções,61.392.872/0001-32,Sócio 26,"Rua 26, 482",7,Concluído
LIC-00287,Icó,2020,Pavimentação de via,119166.15,Dispensa,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",4,Concluído
LIC-00288,Icó,2022,Construção de escola,162414.51,Concorrência,Empresa Rio Engenharia,67.661.934/0001-15,Sócio 8,"Rua 8, 448",8,Concluído
LIC-00289,Icó,2020,Aquisição de equipamentos,183351.81,Pregão,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",8,Concluído
LIC-00290,Icó,2022,Construção de escola,146658.94,Dispensa,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",4,Em execução
LIC-00291,Icó,2022,Serviços de consultoria,313186.06,Pregão,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",5,Concluído
LIC-00292,Icó,2021,Aquisição de equipamentos,197249.89,Dispensa,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",8,Concluído
LIC-00293,Icó,2023,Limpeza urbana,213307.32,Tomada de Preços,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",7,Concluído
LIC-00294,Icó,2023,Manutenção predial,155831.78,Dispensa,Empresa Terra Serviços,23.792.495/0001-94,Sócio 27,"Rua 27, 182",6,Em execução
LIC-00295,Icó,2020,Aquisição de equipamentos,30000.0,Concorrência,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",6,Concluído
LIC-00296,Icó,2020,Transporte escolar,30000.0,Dispensa,Empresa Rio Engenharia,52.643.772/0001-62,Sócio 11,"Rua 11, 103",3,Concluído
LIC-00297,Icó,2021,Material didático,170192.44,Pregão,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",3,Em execução
LIC-00298,Icó,2022,Construção de escola,311189.51,Concorrência,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",3,Em execução
LIC-00299,Icó,2020,Material didático,220512.55,Tomada de Preços,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",3,Em execução
LIC-00300,Icó,2023,Limpeza urbana,138046.05,Tomada de Preços,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",8,Concluído
LIC-00301,Icó,2023,Pavimentação de via,109311.66,Dispensa,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",3,Atrasado
LIC-00302,Icó,2021,Serviços de consultoria,132612.77,Pregão,Empresa Rio Engenharia,52.643.772/0001-62,Sócio 11,"Rua 11, 103",7,Concluído
LIC-00303,Icó,2020,Material didático,108602.37,Dispensa,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",3,Em execução
LIC-00304,Icó,2022,Serviços de consultoria,322765.2,Tomada de Preços,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",7,Concluído
LIC-00305,Icó,2023,Reforma de UBS,35789.21,Concorrência,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",8,Atrasado
