pedido_id,data_pedido,hora_pedido,categoria,produto_id,preco_unitario,quantidade,valor_total,frete,estado_cliente,status_pedido,nota_avaliacao
PED-000242,2024-04-12,07:39,Esporte & Lazer,PROD-0430,233.12,1,233.12,35.44,BA,Entregue,2.0
PED-000243,2023-02-24,12:35,Esporte & Lazer,PROD-0191,267.65,1,267.65,33.86,CE,Entregue,5.0
PED-000244,2023-09-27,09:47,Moda Masculina,PROD-0222,65.8,1,65.8,43.36,RJ,Entregue,2.0
PED-000245,2023-12-10,22:44,Acessórios,PROD-0149,81.19,2,162.37,8.82,PI,Entregue,4.0
PED-000246,2023-06-07,03:26,Eletrônicos,PROD-0290,468.93,1,468.93,34.54,CE,Cancelado,
PED-000247,2023-05-26,02:55,Eletrônicos,PROD-0017,531.01,1,531.01,16.12,PI,Entregue,5.0
PED-000248,2023-11-24,09:37,Moda Feminina,PROD-0015,195.79,1,195.79,10.59,PE,Devolvido,
PED-000249,2023-04-08,21:47,Casa & Decoração,PROD-0099,319.9,1,319.9,28.04,CE,Entregue,3.0
PED-000250,2023-08-22,15:23,Moda Masculina,PROD-0131,196.19,3,588.58,34.32,SP,Entregue,3.0
PED-000251,2023-12-10,18:26,Esporte & Lazer,PROD-0003,189.62,1,189.62,22.13,SP,Entregue,5.0
PED-000252,2023-06-27,10:32,Eletrônicos,PROD-0183,562.83,1,562.83,28.33,CE,Entregue,5.0
PED-000253,2023-09-11,12:29,Casa & Decoração,PROD-0242,322.68,1,322.68,12.09,RJ,Cancelado,
PED-000254,2023-08-26,11:53,Beleza & Saúde,PROD-0207,46.61,1,46.61,44.27,SP,Devolvido,
PED-000255,2024-01-15,18:36,Beleza & Saúde,PROD-0318,82.8,1,82.8,25.44,SP,Entregue,5.0
PED-000256,2024-03-02,12:06,Moda Masculina,PROD-0190,90.57,1,90.57,28.26,RS,Entregue,4.0
PED-000257,2023-06-13,10:28,Beleza & Saúde,PROD-0358,108.42,1,108.42,27.45,RN,Entregue,4.0
PED-000258,2024-12-06,16:26,Moda Feminina,PROD-0079,97.88,1,97.88,34.92,BA,Cancelado,
PED-000259,2023-10-24,09:58,Esporte & Lazer,PROD-0081,83.61,1,83.61,23.99,SE,Cancelado,
PED-000260,2024-10-18,13:41,Esporte & Lazer,PROD-0338,183.72,1,183.72,13.5,RJ,Entregue,4.0
PED-000261,2023-10-21,12:21,Casa & Decoração,PROD-0076,191.0,1,191.0,34.23,RJ,Devolvido,
PED-000262,2023-10-31,14:37,Casa & Decoração,PROD-0115,183.94,1,183.94,19.18,BA,Entregue,4.0
PED-000263,2024-11-20,21:05,Moda Feminina,PROD-0107,88.37,1,88.37,24.88,PI,Entregue,3.0
PED-000264,2024-04-30,08:03,Eletrônicos,PROD-0315,438.59,2,877.17,15.95,CE,Entregue,5.0
PED-000265,2024-03-09,18:35,Infantil,PROD-0147,118.29,1,118.29,44.17,CE,Entregue,2.0
PED-000266,2024-02-12,17:37,Beleza & Saúde,PROD-0074,60.8,1,60.8,16.12,RS,Entregue,4.0
PED-000267,2024-08-15,23:40,Moda Feminina,PROD-0384,96.94,1,96.94,23.4,GO,Entregue,4.0
PED-000268,2024-08-22,19:37,Casa & Decoração,PROD-0342,327.67,1,327.67,31.6,SP,Entregue,4.0
PED-000269,2023-04-23,09:26,Esporte & Lazer,PROD-0014,159.08,1,159.08,44.58,SP,Em trânsito,
PED-000270,2024-02-26,16:35,Moda Masculina,PROD-0087,214.3,1,214.3,20.59,SP,Entregue,2.0
PED-000271,2023-12-25,17:36,Moda Feminina,PROD-0116,107.74,1,107.74,,RJ,Entregue,5.0
PED-000272,2023-08-26,10:17,Moda Masculina,PROD-0106,73.82,1,73.82,31.27,PI,Em trânsito,
PED-000273,2024-12-03,10:50,Moda Feminina,PROD-0253,40.97,1,40.97,39.6,CE,Entregue,5.0
PED-000274,2024-09-06,09:04,Acessórios,PROD-0145,43.38,1,43.38,5.42,PI,Devolvido,
PED-000275,2024-08-15,15:37,Esporte & Lazer,PROD-0272,318.15,1,318.15,6.55,CE,Entregue,5.0
PED-000276,2024-07-29,18:26,Infantil,PROD-0318,100.9,1,100.9,7.89,RN,Entregue,5.0
PED-000277,2024-09-08,05:18,Moda Feminina,PROD-0134,124.58,2,249.16,17.09,PB,Cancelado,
PED-000278,2023-06-09,23:13,Eletrônicos,PROD-0344,312.07,1,312.07,27.62,CE,Em trânsito,
PED-000279,2023-04-09,13:59,Casa & Decoração,PROD-0360,173.19,1,173.19,8.96,CE,Em trânsito,
PED-000280,2023-03-30,18:07,Moda Masculina,PROD-0070,144.36,1,144.36,37.68,CE,Entregue,5.0
PED-000281,2023-11-07,20:42,Infantil,PROD-0274,131.83,1,131.83,10.3,CE,Entregue,2.0
PED-000282,2024-04-15,19:19,Eletrônicos,PROD-0497,356.12,2,712.24,29.3,PI,Entregue,5.0
PED-000283,2024-03-22,13:32,Eletrônicos,PROD-0155,524.05,1,524.05,30.49,SP,Entregue,1.0
PED-000284,2024-09-21,22:42,Acessórios,PROD-0061,48.09,1,48.09,30.66,CE,Entregue,3.0
PED-000285,2023-12-23,10:03,Moda Feminina,PROD-0095,149.49,1,149.49,43.63,CE,Devolvido,
PED-000286,2024-02-02,06:35,Moda Masculina,PROD-0336,129.76,1,129.76,12.02,SP,Cancelado,
PED-000287,2024-05-23,17:57,Moda Feminina,PROD-0306,83.8,2,167.6,28.35,CE,Em trânsito,
PED-000288,2024-12-22,15:33,Casa & Decoração,PROD-0307,269.94,1,269.94,44.28,PI,Entregue,4.0
PED-000289,2023-08-15,22:01,Eletrônicos,PROD-0470,248.7,1,248.7,42.56,BA,Cancelado,
PED-000290,2024-02-16,09:23,Beleza & Saúde,PROD-0234,42.52,1,42.52,33.98,SP,Entregue,4.0
PED-000291,2023-06-09,12:08,Beleza & Saúde,PROD-0022,63.39,2,126.78,5.9,SP,Em trânsito,
PED-000292,2023-03-26,10:41,Infantil,PROD-0490,110.68,1,110.68,25.37,CE,Devolvido,
PED-000293,2024-03-07,19:16,Moda Feminina,PROD-0211,37.93,2,75.87,44.22,PE,Entregue,5.0
PED-000294,2024-02-23,14:03,Esporte & Lazer,PROD-0004,224.25,2,448.5,26.45,SE,Entregue,4.0
PED-000295,2024-04-28,12:12,Casa & Decoração,PROD-0090,115.73,1,115.73,10.92,CE,Entregue,3.0
PED-000296,2024-07-23,08:00,Casa & Decoração,PROD-0305,314.21,2,628.41,29.24,RJ,Entregue,4.0
PED-000297,2023-11-01,04:17,Moda Feminina,PROD-0361,70.35,2,140.71,36.27,PA,Entregue,4.0
PED-000298,2023-04-29,21:22,Esporte & Lazer,PROD-0496,153.59,2,307.18,12.77,PR,Cancelado,
PED-000299,2024-03-29,20:10,Beleza & Saúde,PROD-0328,120.6,1,120.6,16.57,MG,Devolvido,
PED-000300,2024-12-18,21:23,Acessórios,PROD-0015,92.94 ,1,92.94,25.97,MG,Em trânsito,
PED-000301,2023-05-11,20:01,Infantil,PROD-0040,74.45,2,148.9,14.7,CE,Cancelado,
PED-000302,2024-09-19,11:48,Moda Feminina,PROD-0241,183.67,1,183.67,15.51,RS,Entregue,5.0
PED-000303,2024-07-23,12:29,Moda Masculina,PROD-0177,161.27,1,161.27,13.88,MA,Entregue,1.0
PED-000304,2024-05-24,22:35,Casa & Decoração,PROD-0060,215.78 ,1,215.78,28.41,PB,Entregue,4.0
PED-000305,2024-11-14,08:14,Beleza & Saúde,PROD-0295,108.69,2,217.38,21.1,BA,Entregue,5.0
PED-000306,2023-01-15,11:21,Casa & Decoração,PROD-0157,151.19,2,302.37,28.69,PB,Cancelado,
PED-000307,2024-12-15,17:34,Beleza & Saúde,PROD-0026,80.92,1,80.92,27.66,CE,Devolvido,
PED-000308,2024-12-07,10:57,Moda Feminina,PROD-0199,118.93,1,118.93,34.12,BA,Entregue,4.0
PED-000309,2023-12-06,12:15,Moda Masculina,PROD-0213,62.31,1,62.31,10.76,RS,Cancelado,
PED-000310,2023-04-06,20:26,Esporte & Lazer,PROD-0011,290.3,1,290.3,13.8,CE,Entregue,3.0
PED-000311,2024-06-08,10:30,Esporte & Lazer,PROD-0256,232.77,1,232.77,35.95,BA,Entregue,4.0
PED-000312,2023-07-04,11:56,Beleza & Saúde,PROD-0090,117.33,1,117.33,41.04,MG,Entregue,5.0
PED-000313,2023-08-06,10:00,Beleza & Saúde,PROD-0483,64.07,1,64.07,18.68,SP,Cancelado,
PED-000314,2024-02-12,15:20,Casa & Decoração,PROD-0289,211.74,1,211.74,38.36,SP,Entregue,4.0
PED-000315,2024-01-23,01:17,Moda Feminina,PROD-0308,125.54,1,125.54,18.52,RJ,Entregue,5.0
PED-000316,2023-10-26,11:59,Moda Masculina,PROD-0144,251.56,1,251.56,14.05,CE,Entregue,4.0
PED-000317,2023-01-21,20:08,Casa & Decoração,PROD-0249,301.21,1,301.21,11.32,SP,Em trânsito,
PED-000318,2023-10-30,21:38,Moda Feminina,PROD-0475,78.63,1,78.63,23.56,CE,Devolvido,
PED-000319,2023-07-01,20:22,Esporte & Lazer,PROD-0420,237.15,1,237.15,44.45,BA,Entregue,4.0
PED-000320,2023-12-30,17:13,Moda Feminina,PROD-0421,92.26,1,92.26,36.21,CE,Entregue,4.0
PED-000321,2024-01-02,00:09,Moda Feminina,PROD-0251,100.42,1,100.42,29.76,CE,Entregue,3.0
PED-000322,2024-09-10,13:38,Moda Feminina,PROD-0193,108.41,1,108.41,22.21,CE,Cancelado,
PED-000323,2023-05-30,09:21,Eletrônicos,PROD-0308,409.73,1,409.73,19.16,PA,Cancelado,
PED-000324,2023-11-13,00:28,Casa & Decoração,PROD-0177,291.4,2,582.81,36.76,BA,Entregue,1.0
PED-000325,2023-08-11,08:14,Moda Feminina,PROD-0226,82.62,1,82.62,20.07,SP,Entregue,4.0
PED-000326,2023-10-22,18:28,Moda Feminina,PROD-0315,81.41,1,81.41,12.83,PA,Cancelado,
PED-000327,2024-12-17,20:58,Moda Feminina,PROD-0091,15.0,1,15.0,7.34,RJ,Cancelado,
PED-000328,2024-11-05,13:57,Beleza & Saúde,PROD-0332,80.56,1,80.56,37.85,CE,Entregue,4.0
PED-000329,2023-11-25,13:03,Eletrônicos,PROD-0321,438.68,1,438.68,20.63,CE,Entregue,5.0
PED-000330,2024-07-14,16:28,Moda Feminina,PROD-0126,103.41,1,103.41,13.18,BA,Devolvido,
PED-000331,2023-05-19,08:43,Eletrônicos,PROD-0113,390.45 ,1,390.45,19.71,MG,Entregue,5.0
PED-000332,2024-05-24,07:18,Beleza & Saúde,PROD-0233,73.67,1,73.67,34.86,BA,Entregue,1.0
PED-000333,2023-12-11,17:15,Casa & Decoração,PROD-0177,237.97 ,1,237.97,15.39,MG,Entregue,3.0
PED-000334,2024-09-05,15:32,Infantil,PROD-0275,78.83,1,78.83,35.2,SP,Em trânsito,
PED-000335,2023-09-22,07:42,Casa & Decoração,PROD-0471,126.75,1,126.75,40.82,PR,Cancelado,
PED-000336,2024-06-20,08:06,Moda Feminina,PROD-0084,120.85,2,241.69,37.15,SP,Devolvido,
PED-000337,2024-12-18,12:18,Moda Masculina,PROD-0144,161.3,2,322.61,24.51,RJ,Entregue,5.0
PED-000338,2023-11-20,21:14,Acessórios,PROD-0161,43.68,1,43.68,31.91,PI,Cancelado,
PED-000339,2024-01-31,15:26,Moda Masculina,PROD-0012,132.94,1,132.94,38.22,RJ,Entregue,5.0
PED-000340,2023-11-11,12:08,Eletrônicos,PROD-0274,632.58,1,632.58,18.08,PB,Devolvido,
PED-000341,2023-12-08,19:09,Beleza & Saúde,PROD-0092,65.34,1,65.34,33.44,CE,Devolvido,
PED-000342,2024-09-03,21:47,Eletrônicos,PROD-0444,494.2,1,494.2,40.09,CE,Entregue,3.0
PED-000343,2023-05-22,06:36,Moda Feminina,PROD-0253,129.4,1,129.4,16.71,RJ,Entregue,5.0
PED-000344,2024-04-17,14:54,Esporte & Lazer,PROD-0253,112.09,1,112.09,18.8,GO,Entregue,4.0
PED-000345,2024-08-03,13:56,Moda Feminina,PROD-0272,46.28,1,46.28,30.99,CE,Entregue,3.0
PED-000346,2023-05-18,07:28,Casa & Decoração,PROD-0331,184.67,2,369.35,12.72,GO,Entregue,5.0
PED-000347,2023-06-09,16:59,Casa & Decoração,PROD-0228,148.25,1,148.25,35.64,PE,Devolvido,
PED-000348,2023-01-13,12:26,Casa & Decoração,PROD-0058,316.25,2,632.5,13.02,PE,Devolvido,
PED-000349,2023-03-10,23:56,Beleza & Saúde,PROD-0199,106.72,2,213.45,15.74,CE,Entregue,4.0
PED-000350,2023-09-17,17:55,Casa & Decoração,PROD-0346,61.89,1,61.89,38.96,CE,Devolvido,
PED-000351,2024-08-13,12:50,Casa & Decoração,PROD-0437,160.7,1,160.7,20.25,RN,Entregue,5.0
PED-000352,2023-12-10,15:16,Casa & Decoração,PROD-0470,98.25,1,98.25,44.41,SP,Entregue,1.0
PED-000353,2024-03-05,10:45,Beleza & Saúde,PROD-0192,89.49,1,89.49,42.22,CE,Entregue,5.0
PED-000354,2023-02-21,18:56,Infantil,PROD-0403,115.92,2,231.84,24.01,CE,Entregue,4.0
PED-000355,2024-06-27,16:57,Esporte & Lazer,PROD-0032,216.2,1,216.2,30.52,CE,Entregue,4.0
PED-000356,2023-10-16,06:15,Moda Feminina,PROD-0110,96.69,2,193.39,8.03,RJ,Cancelado,
PED-000357,2023-12-05,09:40,Esporte & Lazer,PROD-0101,130.03,1,130.03,25.23,SP,Cancelado,
PED-000358,2023-02-13,15:00,Moda Feminina,PROD-0057,76.64,2,153.29,16.27,RJ,Devolvido,
PED-000359,2024-05-13,18:28,Casa & Decoração,PROD-0337,306.42,1,306.42,36.61,CE,Em trânsito,
PED-000360,2023-04-16,12:38,Casa & Decoração,PROD-0224,174.14,1,174.14,33.07,MG,Em trânsito,
PED-000361,2023-04-06,07:33,Infantil,PROD-0198,120.0,1,120.0,38.06,RJ,Em trânsito,
PED-000362,2024-03-25,11:47,Esporte & Lazer,PROD-0446,15.0,1,15.0,7.63,CE,Devolvido,
PED-000363,2023-02-12,16:55,Moda Feminina,PROD-0226,74.67,1,74.67,21.88,PB,Entregue,4.0
PED-000364,2024-12-23,08:23,Moda Masculina,PROD-0338,136.85,3,410.54,20.52,PB,Entregue,4.0
PED-000365,2023-05-26,07:57,Beleza & Saúde,PROD-0249,68.95,1,68.95,22.11,RJ,Entregue,5.0
PED-000366,2024-09-11,19:00,Beleza & Saúde,PROD-0462,75.66,1,75.66,13.18,RS,Cancelado,
PED-000367,2024-04-18,09:48,Eletrônicos,PROD-0364,497.78,1,497.78,37.44,BA,Cancelado,
PED-000368,2023-03-04,08:08,Infantil,PROD-0279,66.35,1,66.35,5.18,SP,Entregue,5.0
PED-000369,2024-04-23,18:58,Moda Feminina,PROD-0115,142.03,1,142.03,35.62,PI,Entregue,5.0
PED-000370,2024-07-22,19:54,Moda Feminina,PROD-0487,108.58,1,108.58,41.79,RJ,Em trânsito,
PED-000371,2023-04-29,08:48,Casa & Decoração,PROD-0400,289.96,1,289.96,12.94,CE,Devolvido,
PED-000372,2024-09-09,06:28,Infantil,PROD-0100,132.18,1,132.18,16.15,CE,Entregue,5.0
PED-000373,2023-10-30,16:31,Moda Masculina,PROD-0049,243.16,1,243.16,44.42,PE,Em trânsito,
PED-000374,2024-09-25,18:50,Esporte & Lazer,PROD-0187,217.75,1,217.75,9.33,RJ,Em trânsito,
PED-000375,2024-12-27,15:22,Beleza & Saúde,PROD-0121,54.24,1,54.24,25.96,RJ,Devolvido,
PED-000376,2023-07-19,10:17,Moda Feminina,PROD-0484,131.16,1,131.16,38.59,BA,Entregue,5.0
PED-000377,2023-05-22,23:24,Esporte & Lazer,PROD-0039,199.08,3,597.24,8.53,SP,Entregue,2.0
PED-000378,2023-09-22,10:39,Esporte & Lazer,PROD-0026,81.1,1,81.1,14.73,RJ,Entregue,4.0
PED-000379,2023-04-27,11:50,Casa & Decoração,PROD-0425,259.79,1,259.79,20.88,CE,Entregue,1.0
PED-000380,2023-06-05,12:01,Casa & Decoração,PROD-0466,160.92,1,160.92,38.79,CE,Entregue,5.0
PED-000381,2023-12-11,15:55,Casa & Decoração,PROD-0308,212.11,1,212.11,40.78,GO,Entregue,4.0
PED-000382,2023-07-11,07:36,Eletrônicos,PROD-0459,596.16,2,1192.31,14.7,MG,Devolvido,
PED-000383,2024-12-28,13:26,Acessórios,PROD-0487,50.5,2,100.99,8.66,SP,Entregue,5.0
PED-000384,2024-05-21,16:52,Esporte & Lazer,PROD-0136,312.91,1,312.91,26.55,RJ,Entregue,4.0
PED-000385,2024-08-29,20:46,Eletrônicos,PROD-0026,778.44,1,778.44,,CE,Entregue,1.0
PED-000386,2023-03-30,11:47,Eletrônicos,PROD-0107,455.39,1,455.39,18.52,CE,Entregue,4.0
PED-000387,2023-05-27,13:07,Eletrônicos,PROD-0216,402.78,1,402.78,17.81,PE,Entregue,5.0
PED-000388,2024-11-02,20:24,Casa & Decoração,PROD-0370,36.89,2,73.78,7.33,RS,Entregue,2.0
PED-000389,2023-02-08,15:33,Beleza & Saúde,PROD-0422,111.71,1,111.71,17.39,BA,Entregue,5.0
PED-000390,2024-06-28,22:11,Casa & Decoração,PROD-0483,234.87,1,234.87,26.75,SE,Entregue,2.0
PED-000391,2024-09-06,17:39,Esporte & Lazer,PROD-0046,200.34,1,200.34,21.69,BA,Em trânsito,
PED-000392,2023-09-06,17:25,Moda Feminina,PROD-0326,227.97,1,227.97,10.48,PI,Entregue,3.0
PED-000393,2024-03-15,14:22,Infantil,PROD-0447,33.68,2,67.37,38.87,MA,Entregue,5.0
PED-000394,2023-12-22,20:14,Moda Feminina,PROD-0485,83.46,3,250.38,32.24,PR,Entregue,5.0
PED-000395,2023-08-06,16:47,Moda Masculina,PROD-0300,23.88,1,23.88,8.79,MA,Entregue,5.0
PED-000396,2023-05-08,17:08,Esporte & Lazer,PROD-0183,248.16,1,248.16,34.34,BA,Devolvido,
PED-000397,2024-10-25,03:46,Moda Feminina,PROD-0446,54.09,1,54.09,24.15,PR,Em trânsito,
PED-000398,2023-05-09,15:34,Beleza & Saúde,PROD-0464,101.65,2,203.3,26.79,CE,Devolvido,
PED-000399,2024-11-11,16:01,Moda Feminina,PROD-0082,180.78,1,180.78,11.88,PE,Devolvido,
PED-000400,2023-07-08,12:27,Eletrônicos,PROD-0487,233.53,1,233.53,20.88,GO,Entregue,4.0
PED-000401,2024-02-09,23:20,Moda Feminina,PROD-0124,74.35,1,74.35,28.23,MG,Entregue,4.0
PED-000402,2023-11-22,14:06,Moda Feminina,PROD-0166,64.24,1,64.24,11.09,SP,Em trânsito,
PED-000403,2024-09-09,18:24,Moda Masculina,PROD-0471,179.1,3,537.29,41.97,MG,Entregue,4.0
PED-000404,2024-12-28,21:18,Moda Feminina,PROD-0283,176.66,2,353.32,18.19,RJ,Devolvido,
PED-000405,2024-08-19,09:04,Acessórios,PROD-0274,106.14,2,212.27,37.06,CE,Cancelado,
PED-000406,2024-06-29,12:41,Moda Feminina,PROD-0397,94.61,1,94.61,31.06,PB,Entregue,2.0
PED-000407,2023-02-14,00:38,Moda Masculina,PROD-0238,139.2,2,278.39,18.98,SP,Em trânsito,
PED-000408,2023-02-20,15:41,Moda Feminina,PROD-0175,90.93,1,90.93,40.09,CE,Entregue,2.0
PED-000409,2024-10-10,01:41,Casa & Decoração,PROD-0177,262.54,1,262.54,30.73,GO,Entregue,4.0
PED-000410,2023-06-02,23:10,Moda Masculina,PROD-0087,160.84,1,160.84,5.63,CE,Entregue,5.0
PED-000411,2023-02-12,01:31,Casa & Decoração,PROD-0217,240.89,1,240.89,31.05,CE,Devolvido,
PED-000412,2023-05-23,10:51,Casa & Decoração,PROD-0168,247.03,1,247.03,32.89,SP,Entregue,5.0
PED-000413,2024-05-21,19:44,Moda Feminina,PROD-0348,111.9,1,111.9,41.05,BA,Cancelado,
PED-000414,2024-05-22,10:46,Eletrônicos,PROD-0130,626.68,1,626.68,30.84,PI,Cancelado,
PED-000415,2024-01-17,09:21,Esporte & Lazer,PROD-0448,94.09,3,282.27,19.16,SP,Devolvido,
PED-000416,2024-06-10,09:47,Infantil,PROD-0336,26.52,1,26.52,42.07,MG,Entregue,5.0
PED-000417,2024-07-14,21:40,Moda Feminina,PROD-0016,68.8,1,68.8,14.61,RJ,Entregue,4.0
PED-000418,2024-11-09,18:30,Eletrônicos,PROD-0334,456.61,2,913.22,35.93,RJ,Entregue,3.0
PED-000419,2024-02-23,17:39,Casa & Decoração,PROD-0354,159.82,2,319.64,44.87,PE,Devolvido,
PED-000420,2023-12-12,19:02,Eletrônicos,PROD-0185,327.48,1,327.48,36.99,RS,Cancelado,
PED-000421,2023-02-02,15:34,Moda Masculina,PROD-0309,149.17,1,149.17,44.43,RJ,Entregue,3.0
PED-000422,2023-07-20,14:44,Eletrônicos,PROD-0139,427.05,1,427.05,28.61,CE,Entregue,5.0
PED-000423,2024-10-12,17:22,Esporte & Lazer,PROD-0287,272.5,1,272.5,10.51,PB,Devolvido,
PED-000424,2023-12-26,07:02,Esporte & Lazer,PROD-0095,182.78 ,1,182.78,5.93,PE,Entregue,5.0
PED-000425,2024-07-29,07:13,Eletrônicos,PROD-0318,578.85,1,578.85,35.02,MA,Entregue,5.0
PED-000426,2023-12-05,09:51,Esporte & Lazer,PROD-0141,241.72,1,241.72,28.04,PI,Entregue,5.0
PED-000427,2023-06-20,12:11,Infantil,PROD-0355,112.78,1,112.78,18.76,PR,Entregue,5.0
PED-000428,2023-02-22,14:31,Moda Masculina,PROD-0176,201.56,1,201.56,18.94,CE,Cancelado,
PED-000429,2023-03-24,10:48,Eletrônicos,PROD-0341,136.63,1,136.63,8.14,CE,Entregue,4.0
PED-000430,2023-11-08,11:22,Eletrônicos,PROD-0243,211.22,1,211.22,21.72,PE,Entregue,5.0
PED-000431,2023-07-10,14:06,Eletrônicos,PROD-0426,283.99,3,851.97,31.71,CE,Entregue,5.0
PED-000432,2024-05-02,11:27,Esporte & Lazer,PROD-0052,205.21,1,205.21,15.29,RS,Devolvido,
PED-000433,2023-06-27,17:01,Casa & Decoração,PROD-0031,60.39,1,60.39,29.86,MG,Entregue,1.0
PED-000434,2024-03-10,14:05,Casa & Decoração,PROD-0487,190.19,1,190.19,28.91,RJ,Entregue,5.0
PED-000435,2023-03-17,12:31,Acessórios,PROD-0347,81.03,1,81.03,10.0,SP,Entregue,5.0
PED-000436,2024-12-21,16:28,Moda Masculina,PROD-0398,160.88,2,321.77,14.17,PR,Entregue,4.0
PED-000437,2024-06-27,20:33,Acessórios,PROD-0418,28.64,1,28.64,19.77,SP,Entregue,2.0
PED-000438,2023-09-06,12:23,Moda Feminina,PROD-0242,213.36,1,213.36,15.21,PE,Entregue,2.0
PED-000439,2024-01-06,17:28,Eletrônicos,PROD-0100,382.85,1,382.85,30.15,CE,Entregue,5.0
PED-000440,2023-03-29,14:45,Moda Masculina,PROD-0408,131.57,1,131.57,14.0,SP,Cancelado,
PED-000441,2023-03-28,19:43,Esporte & Lazer,PROD-0350,262.23,1,262.23,21.32,CE,Entregue,4.0
PED-000442,2024-08-21,07:43,Acessórios,PROD-0466,56.77,1,56.77,37.36,BA,Cancelado,
PED-000443,2024-04-07,09:10,Casa & Decoração,PROD-0317,269.72,1,269.72,14.14,GO,Em trânsito,
PED-000444,2023-06-09,08:37,Casa & Decoração,PROD-0348,285.65,2,571.3,22.71,SP,Cancelado,
PED-000445,2024-04-16,12:30,Moda Feminina,PROD-0436,157.6,1,157.6,16.68,CE,Entregue,4.0
PED-000446,2024-09-01,17:53,Esporte & Lazer,PROD-0415,245.55,1,245.55,7.04,SP,Entregue,3.0
PED-000447,2023-07-01,00:49,Casa & Decoração,PROD-0159,98.29,1,98.29,34.79,PA,Entregue,5.0
PED-000448,2024-10-15,11:03,Moda Feminina,PROD-0333,112.0,1,112.0,6.89,SP,Devolvido,
PED-000449,2023-02-18,10:38,Beleza & Saúde,PROD-0036,72.95,1,72.95,16.9,RS,Cancelado,
PED-000450,2024-07-03,16:09,Moda Masculina,PROD-0282,240.22,1,240.22,14.74,RJ,Entregue,2.0
PED-000451,2024-11-11,08:11,Moda Feminina,PROD-0077,106.05,1,106.05,17.42,MA,Entregue,2.0
PED-000452,2023-01-03,07:34,Esporte & Lazer,PROD-0101,229.58,1,229.58,27.01,CE,Entregue,1.0
PED-000453,2024-12-02,17:56,Beleza & Saúde,PROD-0122,120.2,1,120.2,38.64,SP,Devolvido,
PED-000454,2024-07-04,14:42,Esporte & Lazer,PROD-0239,266.63,1,266.63,29.01,BA,Entregue,5.0
PED-000455,2024-06-06,15:19,Casa & Decoração,PROD-0400,209.5,1,209.5,33.69,RJ,Entregue,3.0
PED-000456,2023-02-21,22:58,Moda Feminina,PROD-0015,132.99,1,132.99,39.85,CE,Cancelado,
PED-000457,2024-10-31,16:53,Casa & Decoração,PROD-0042,201.89,1,201.89,28.37,CE,Entregue,5.0
PED-000458,2024-09-29,10:41,Eletrônicos,PROD-0203,469.98,1,469.98,10.67,SP,Em trânsito,
PED-000459,2023-12-19,11:52,Moda Feminina,PROD-0257,102.58,1,102.58,32.03,CE,Entregue,5.0
PED-000460,2024-03-01,17:54,Eletrônicos,PROD-0196,481.85,1,481.85,35.6,BA,Entregue,5.0
PED-000461,2024-03-27,14:01,Eletrônicos,PROD-0422,335.2,2,670.41,34.9,RJ,Em trânsito,
PED-000462,2023-02-17,08:08,Moda Masculina,PROD-0155,160.14,1,160.14,43.46,PE,Entregue,5.0
PED-000463,2023-11-01,17:56,Eletrônicos,PROD-0399,485.41,1,485.41,23.28,RJ,Entregue,2.0
PED-000464,2023-04-10,16:11,Casa & Decoração,PROD-0273,253.91,1,253.91,20.87,CE,Entregue,2.0
PED-000465,2024-03-07,09:59,Eletrônicos,PROD-0463,547.25,1,547.25,28.73,RJ,Devolvido,
PED-000466,2024-05-09,20:13,Eletrônicos,PROD-0250,300.36,3,901.07,26.65,MG,Entregue,1.0
PED-000467,2024-11-30,15:41,Moda Masculina,PROD-0489,141.07,1,141.07,10.8,PA,Entregue,5.0
PED-000468,2024-12-24,23:38,Moda Feminina,PROD-0144,101.92,1,101.92,28.93,BA,Entregue,4.0
PED-000469,2023-03-07,05:16,Moda Feminina,PROD-0263,95.14,1,95.14,11.81,PA,Em trânsito,
PED-000470,2023-06-10,10:07,Casa & Decoração,PROD-0396,103.27,1,103.27,32.86,CE,Em trânsito,
PED-000471,2024-02-15,15:54,Beleza & Saúde,PROD-0146,38.23 ,1,38.23,24.08,SP,Entregue,5.0
PED-000472,2024-08-18,15:39,Casa & Decoração,PROD-0143,235.24,2,470.48,9.97,SP,Entregue,2.0
PED-000473,2024-07-13,19:50,Eletrônicos,PROD-0005,370.06,1,370.06,40.66,RJ,Entregue,5.0
PED-000474,2024-03-19,06:13,Casa & Decoração,PROD-0125,196.24,3,588.72,21.26,PE,Cancelado,
PED-000475,2023-04-07,23:12,Beleza & Saúde,PROD-0382,15.0,2,30.0,37.72,CE,Em trânsito,
PED-000476,2024-02-29,07:38,Eletrônicos,PROD-0109,558.79,1,558.79,38.57,RJ,Entregue,2.0
PED-000477,2024-06-22,19:45,Casa & Decoração,PROD-0107,131.37,3,394.12,9.55,BA,Entregue,5.0
PED-000478,2024-10-20,18:31,Moda Feminina,PROD-0354,95.56,1,95.56,13.87,SE,Entregue,2.0
PED-000479,2023-07-19,12:07,Beleza & Saúde,PROD-0353,17.54,1,17.54,,CE,Entregue,5.0
PED-000480,2024-09-08,18:15,Eletrônicos,PROD-0258,516.55,1,516.55,36.06,CE,Entregue,4.0
PED-000481,2023-08-19,11:26,Infantil,PROD-0376,94.75 ,1,94.75,39.02,PR,Entregue,3.0
